molecule_name,pec50,raw,corrected_oof,raw_residual,corrected_residual,nn_potent46_tanimoto,no_aux,potent_shift,noaux_shift
OADMET-0006062,4.81,4.79543050840063,4.79543050840063,0.014569491599369933,0.014569491599369933,0.21505376344086022,False,0.0,0.0
OADMET-0006061,4.69,4.790149437339561,4.790149437339561,-0.10014943733956017,-0.10014943733956017,0.20224719101123595,False,0.0,0.0
OADMET-0006060,4.87,4.8475629003302565,4.855070527379768,0.02243709966974361,0.014929472620232254,0.32098765432098764,False,0.025025423498370246,0.0
OADMET-0006059,4.45,4.859142474294866,4.859142474294866,-0.4091424742948657,-0.4091424742948657,0.19387755102040816,False,0.0,0.0
OADMET-0006058,5.26,5.12325631507392,5.1491452106507145,0.13674368492607947,0.11085478934928528,0.34782608695652173,False,0.0862963185893144,0.0
OADMET-0006057,4.48,4.772500274482283,4.772500274482283,-0.29250027448228266,-0.29250027448228266,0.25,False,0.0,0.0
OADMET-0006056,4.58,4.811264667233217,4.811264667233217,-0.2312646672332166,-0.2312646672332166,0.2261904761904762,False,0.0,0.0
OADMET-0006055,4.95,5.125905631815345,5.125905631815345,-0.17590563181534513,-0.17590563181534513,0.27906976744186046,False,0.0,0.0
OADMET-0006054,4.68,4.363397573383109,4.363397573383109,0.31660242661689075,0.31660242661689075,0.2682926829268293,False,0.0,0.0
OADMET-0006053,5.31,5.205760915302536,5.205760915302536,0.1042390846974639,0.1042390846974639,0.2987012987012987,False,0.0,0.0
OADMET-0006052,4.6,4.612573633610624,4.612573633610624,-0.012573633610624135,-0.012573633610624135,0.21686746987951808,False,0.0,0.0
OADMET-0006051,5.11,5.048821600895483,5.048821600895483,0.06117839910451739,0.06117839910451739,0.1702127659574468,False,0.0,0.0
OADMET-0006050,5.18,4.747732037247963,4.747732037247963,0.4322679627520367,0.4322679627520367,0.2857142857142857,False,0.0,0.0
OADMET-0006049,4.85,4.60705804871124,4.60705804871124,0.24294195128875984,0.24294195128875984,0.18604651162790697,False,0.0,0.0
OADMET-0006048,4.99,4.555954862566828,4.555954862566828,0.43404513743317263,0.43404513743317263,0.22784810126582278,False,0.0,0.0
OADMET-0006047,4.93,4.961270193451817,4.961270193451817,-0.03127019345181736,-0.03127019345181736,0.22093023255813954,False,0.0,0.0
OADMET-0006046,5.13,4.872089025349293,4.872089025349293,0.25791097465070667,0.25791097465070667,0.17582417582417584,False,0.0,0.0
OADMET-0006045,5.42,5.062248652652629,5.062248652652629,0.3577513473473708,0.3577513473473708,0.23404255319148937,False,0.0,0.0
OADMET-0006044,4.93,4.952896701479421,4.952896701479421,-0.022896701479421466,-0.022896701479421466,0.18181818181818182,False,0.0,0.0
OADMET-0006043,4.72,4.84914889636549,4.84914889636549,-0.1291488963654901,-0.1291488963654901,0.1951219512195122,False,0.0,0.0
OADMET-0006042,5.24,5.256052416968114,5.256052416968114,-0.016052416968113548,-0.016052416968113548,0.21348314606741572,False,0.0,0.0
OADMET-0006041,5.09,4.984363909138059,4.984363909138059,0.1056360908619407,0.1056360908619407,0.2345679012345679,False,0.0,0.0
OADMET-0006040,5.3,4.533328990681658,4.533328990681658,0.7666710093183422,0.7666710093183422,0.15789473684210525,False,0.0,0.0
OADMET-0006039,4.18,4.74592789237939,4.74592789237939,-0.5659278923793902,-0.5659278923793902,0.28865979381443296,False,0.0,0.0
OADMET-0006038,4.94,5.0462734097415956,5.0462734097415956,-0.10627340974159516,-0.10627340974159516,0.27956989247311825,False,0.0,0.0
OADMET-0006037,4.74,4.276618848726587,4.276618848726587,0.4633811512734134,0.4633811512734134,0.20454545454545456,False,0.0,0.0
OADMET-0006036,5.2,4.8800314812984285,4.8800314812984285,0.3199685187015717,0.3199685187015717,0.19753086419753085,False,0.0,0.0
OADMET-0006035,5.53,4.7033801199163054,4.7033801199163054,0.8266198800836948,0.8266198800836948,0.27848101265822783,False,0.0,0.0
OADMET-0006034,4.93,5.083340699695846,5.083340699695846,-0.15334069969584618,-0.15334069969584618,0.23529411764705882,False,0.0,0.0
OADMET-0006033,5.14,4.972481081555191,4.972481081555191,0.16751891844480848,0.16751891844480848,0.20454545454545456,False,0.0,0.0
OADMET-0006032,4.76,4.722535856487681,4.722535856487681,0.037464143512318415,0.037464143512318415,0.21739130434782608,False,0.0,0.0
OADMET-0006031,4.42,3.6924029930124003,3.6924029930124003,0.7275970069875997,0.7275970069875997,0.2247191011235955,False,0.0,0.0
OADMET-0006030,5.06,4.698062503685072,4.698062503685072,0.361937496314928,0.361937496314928,0.2159090909090909,False,0.0,0.0
OADMET-0006029,4.74,5.064838395303893,5.064838395303893,-0.32483839530389247,-0.32483839530389247,0.23333333333333334,False,0.0,0.0
OADMET-0006028,5.23,5.0838938176053245,5.0838938176053245,0.14610618239467588,0.14610618239467588,0.2222222222222222,False,0.0,0.0
OADMET-0006027,5.23,4.92826790578157,4.92826790578157,0.3017320942184307,0.3017320942184307,0.2564102564102564,False,0.0,0.0
OADMET-0006026,4.64,4.5263029679511355,4.566317900354479,0.11369703204886417,0.07368209964552097,0.38571428571428573,False,0.13338310801114397,0.0
OADMET-0006025,5.22,4.900325112435424,4.900325112435424,0.3196748875645756,0.3196748875645756,0.19696969696969696,False,0.0,0.0
OADMET-0006024,4.61,4.181843735176383,4.181843735176383,0.4281562648236177,0.4281562648236177,0.1728395061728395,False,0.0,0.0
OADMET-0006023,4.98,5.123375600750006,5.123375600750006,-0.143375600750006,-0.143375600750006,0.20454545454545456,False,0.0,0.0
OADMET-0006022,4.97,4.745962150814464,4.745962150814464,0.22403784918553615,0.22403784918553615,0.21052631578947367,False,0.0,0.0
OADMET-0006021,4.93,4.8642811305314595,4.8642811305314595,0.06571886946854022,0.06571886946854022,0.2328767123287671,False,0.0,0.0
OADMET-0006020,5.07,4.5088370955106125,4.5088370955106125,0.5611629044893878,0.5611629044893878,0.19148936170212766,False,0.0,0.0
OADMET-0006019,4.73,4.858718803090957,4.858718803090957,-0.1287188030909565,-0.1287188030909565,0.20224719101123595,False,0.0,0.0
OADMET-0006018,4.63,4.279286446270433,4.279286446270433,0.3507135537295669,0.3507135537295669,0.23684210526315788,False,0.0,0.0
OADMET-0006017,5.16,4.515636023502905,4.515636023502905,0.644363976497095,0.644363976497095,0.2872340425531915,False,0.0,0.0
OADMET-0006016,4.26,4.826598980357346,4.826598980357346,-0.5665989803573463,-0.5665989803573463,0.20430107526881722,False,0.0,0.0
OADMET-0006015,4.51,4.726921355145649,4.726921355145649,-0.21692135514564903,-0.21692135514564903,0.23958333333333334,False,0.0,0.0
OADMET-0006014,5.39,4.850272427021878,4.850272427021878,0.5397275729781219,0.5397275729781219,0.2,False,0.0,0.0
OADMET-0006013,4.34,4.298988177243945,4.298988177243945,0.04101182275605453,0.04101182275605453,0.20270270270270271,False,0.0,0.0
OADMET-0006012,4.93,4.669476436411292,4.669476436411292,0.2605235635887073,0.2605235635887073,0.2236842105263158,False,0.0,0.0
OADMET-0006011,5.11,4.715937453566244,4.715937453566244,0.39406254643375593,0.39406254643375593,0.16326530612244897,False,0.0,0.0
OADMET-0006010,5.28,4.969226003156125,4.969226003156125,0.3107739968438752,0.3107739968438752,0.16,False,0.0,0.0
OADMET-0006009,4.11,4.569225343222756,4.569225343222756,-0.459225343222756,-0.459225343222756,0.18604651162790697,False,0.0,0.0
OADMET-0006008,4.81,4.650829216577474,4.747788475862498,0.15917078342252555,0.06221152413750186,0.5076923076923077,False,0.3231975309500795,0.0
OADMET-0006007,4.99,4.080490280586539,4.096517910052428,0.9095097194134611,0.8934820899475726,0.33695652173913043,False,0.05342543155296254,0.0
OADMET-0006006,4.81,4.71843394955385,4.71843394955385,0.09156605044614974,0.09156605044614974,0.21348314606741572,False,0.0,0.0
OADMET-0006005,4.4,4.562460303538054,4.562460303538054,-0.16246030353805363,-0.16246030353805363,0.1875,False,0.0,0.0
OADMET-0006004,4.69,4.807372966090452,4.807372966090452,-0.11737296609045167,-0.11737296609045167,0.2111111111111111,False,0.0,0.0
OADMET-0006003,4.38,4.577137224882551,4.577137224882551,-0.19713722488255137,-0.19713722488255137,0.2222222222222222,False,0.0,0.0
OADMET-0006002,4.61,4.76533986711965,4.76533986711965,-0.15533986711964953,-0.15533986711964953,0.18292682926829268,False,0.0,0.0
OADMET-0006001,5.16,5.039577840138407,5.039577840138407,0.12042215986159288,0.12042215986159288,0.2441860465116279,False,0.0,0.0
OADMET-0006000,5.22,5.081817388997495,5.081817388997495,0.13818261100250506,0.13818261100250506,0.24050632911392406,False,0.0,0.0
OADMET-0005999,4.98,5.238530869391358,5.238530869391358,-0.2585308693913575,-0.2585308693913575,0.21428571428571427,False,0.0,0.0
OADMET-0005998,4.83,4.646789950305976,4.646789950305976,0.18321004969402388,0.18321004969402388,0.23809523809523808,False,0.0,0.0
OADMET-0005997,5.11,4.768837132268739,4.768837132268739,0.3411628677312617,0.3411628677312617,0.21176470588235294,False,0.0,0.0
OADMET-0005996,4.85,4.713189081080909,4.713189081080909,0.1368109189190907,0.1368109189190907,0.23943661971830985,False,0.0,0.0
OADMET-0005995,5.1,5.182382719725081,5.182382719725081,-0.08238271972508127,-0.08238271972508127,0.2111111111111111,False,0.0,0.0
OADMET-0005994,5.16,5.076565136029882,5.076565136029882,0.08343486397011812,0.08343486397011812,0.265625,False,0.0,0.0
OADMET-0005993,5.08,4.652865556142863,4.652865556142863,0.4271344438571374,0.4271344438571374,0.19047619047619047,False,0.0,0.0
OADMET-0005992,4.56,4.506573207633009,4.506573207633009,0.05342679236699066,0.05342679236699066,0.2375,False,0.0,0.0
OADMET-0005991,4.65,5.037355945179763,5.037355945179763,-0.38735594517976235,-0.38735594517976235,0.27906976744186046,False,0.0,0.0
OADMET-0005990,4.84,4.485795809805972,4.485795809805972,0.3542041901940278,0.3542041901940278,0.21649484536082475,False,0.0,0.0
OADMET-0005989,4.7,4.852260800241266,4.852260800241266,-0.1522608002412662,-0.1522608002412662,0.2727272727272727,False,0.0,0.0
OADMET-0005988,4.52,4.871779193924469,4.871779193924469,-0.351779193924469,-0.351779193924469,0.1927710843373494,False,0.0,0.0
OADMET-0005987,4.83,4.799869725079212,4.799869725079212,0.030130274920788125,0.030130274920788125,0.2911392405063291,False,0.0,0.0
OADMET-0005986,4.63,4.774702560785904,4.774702560785904,-0.1447025607859045,-0.1447025607859045,0.20430107526881722,False,0.0,0.0
OADMET-0005985,4.82,4.6616163943577735,4.6616163943577735,0.15838360564222675,0.15838360564222675,0.22093023255813954,False,0.0,0.0
OADMET-0005984,5.35,3.9085673495403768,3.9085673495403768,1.4414326504596229,1.4414326504596229,0.2087912087912088,False,0.0,0.0
OADMET-0005983,4.56,4.694961617988291,4.694961617988291,-0.13496161798829132,-0.13496161798829132,0.19444444444444445,False,0.0,0.0
OADMET-0005982,4.42,4.852434597432034,4.791370581482944,-0.4324345974320343,-0.3713705814829442,0.16049382716049382,True,0.0,-0.20354671983030048
OADMET-0005981,4.5,4.593334359567143,4.611378135272181,-0.09333435956714276,-0.11137813527218121,0.3333333333333333,False,0.06014591901679487,0.0
OADMET-0005980,4.42,4.735521751005672,4.735521751005672,-0.31552175100567226,-0.31552175100567226,0.19318181818181818,False,0.0,0.0
OADMET-0005979,5.2,5.249377252986131,5.249377252986131,-0.04937725298613049,-0.04937725298613049,0.2714285714285714,False,0.0,0.0
OADMET-0005978,4.26,4.627179274975674,4.627179274975674,-0.3671792749756744,-0.3671792749756744,0.19047619047619047,False,0.0,0.0
OADMET-0005977,5.36,4.898640580316192,4.898640580316192,0.46135941968380845,0.46135941968380845,0.20930232558139536,False,0.0,0.0
OADMET-0005976,5.0,4.016565173459284,4.020036854329199,0.9834348265407158,0.9799631456708013,0.3076923076923077,False,0.011572269566380286,0.0
OADMET-0005975,4.71,4.276676798561244,4.276676798561244,0.433323201438756,0.433323201438756,0.2345679012345679,False,0.0,0.0
OADMET-0005974,4.06,3.9187764582124727,3.9187764582124727,0.14122354178752694,0.14122354178752694,0.1728395061728395,False,0.0,0.0
OADMET-0005973,4.68,4.567231323881057,4.567231323881057,0.11276867611894303,0.11276867611894303,0.225,False,0.0,0.0
OADMET-0005972,5.11,4.788962826219578,4.788962826219578,0.3210371737804225,0.3210371737804225,0.2111111111111111,False,0.0,0.0
OADMET-0005971,4.68,4.167465474999067,4.181161352943855,0.512534525000933,0.4988386470561448,0.3253012048192771,False,0.04565292648262745,0.0
OADMET-0005970,4.46,4.646653263545731,4.646653263545731,-0.18665326354573075,-0.18665326354573075,0.2692307692307692,False,0.0,0.0
OADMET-0005969,4.57,4.5590284294295085,4.5590284294295085,0.010971570570491807,0.010971570570491807,0.22727272727272727,False,0.0,0.0
OADMET-0005968,3.85,4.60455172108215,4.60455172108215,-0.7545517210821502,-0.7545517210821502,0.22077922077922077,False,0.0,0.0
OADMET-0005967,5.2,4.743552579463107,4.743552579463107,0.45644742053689313,0.45644742053689313,0.19101123595505617,False,0.0,0.0
OADMET-0005966,4.34,4.511586418892573,4.511586418892573,-0.17158641889257353,-0.17158641889257353,0.2236842105263158,False,0.0,0.0
OADMET-0005965,5.07,4.671913875422431,4.671913875422431,0.39808612457756887,0.39808612457756887,0.2857142857142857,False,0.0,0.0
OADMET-0005964,5.22,4.795718813752664,4.795718813752664,0.42428118624733546,0.42428118624733546,0.24358974358974358,False,0.0,0.0
OADMET-0005963,5.0,4.917973221852941,4.917973221852941,0.08202677814705872,0.08202677814705872,0.25,False,0.0,0.0
OADMET-0005962,4.51,4.629505621576772,4.629505621576772,-0.11950562157677247,-0.11950562157677247,0.16304347826086957,False,0.0,0.0
OADMET-0005961,4.61,4.916668863898343,4.916668863898343,-0.30666886389834236,-0.30666886389834236,0.19767441860465115,False,0.0,0.0
OADMET-0005960,4.42,4.941916777323751,4.941916777323751,-0.5219167773237512,-0.5219167773237512,0.2159090909090909,False,0.0,0.0
OADMET-0005959,4.53,4.986302698931647,4.986302698931647,-0.45630269893164677,-0.45630269893164677,0.26804123711340205,False,0.0,0.0
OADMET-0005958,5.09,5.073247489882904,5.073247489882904,0.016752510117095554,0.016752510117095554,0.27380952380952384,False,0.0,0.0
OADMET-0005957,5.31,5.222675881339509,5.222675881339509,0.08732411866049095,0.08732411866049095,0.20253164556962025,False,0.0,0.0
OADMET-0005956,4.45,4.12937557373232,4.12937557373232,0.3206244262676803,0.3206244262676803,0.19767441860465115,False,0.0,0.0
OADMET-0005955,4.87,4.481561534960292,4.481561534960292,0.3884384650397079,0.3884384650397079,0.27631578947368424,False,0.0,0.0
OADMET-0005954,4.91,4.614816831153573,4.672251293500334,0.29518316884642726,0.23774870649966573,0.43243243243243246,False,0.19144820782253985,0.0
OADMET-0005953,5.52,4.681968174165892,4.681968174165892,0.8380318258341077,0.8380318258341077,0.26582278481012656,False,0.0,0.0
OADMET-0005952,5.03,5.042251788759694,5.042251788759694,-0.012251788759694016,-0.012251788759694016,0.25,False,0.0,0.0
OADMET-0005951,4.8,4.911012897908108,4.911012897908108,-0.11101289790810842,-0.11101289790810842,0.23333333333333334,False,0.0,0.0
OADMET-0005950,4.83,4.9847433812409925,4.9847433812409925,-0.1547433812409924,-0.1547433812409924,0.2564102564102564,False,0.0,0.0
OADMET-0005949,5.28,5.290309673837088,5.290309673837088,-0.010309673837087807,-0.010309673837087807,0.25,False,0.0,0.0
OADMET-0005948,5.04,5.26434330431003,5.26434330431003,-0.2243433043100298,-0.2243433043100298,0.27631578947368424,False,0.0,0.0
OADMET-0005947,5.18,4.9186174385755965,4.9186174385755965,0.2613825614244032,0.2613825614244032,0.1744186046511628,False,0.0,0.0
OADMET-0005946,5.06,5.085992673994268,5.085992673994268,-0.025992673994267967,-0.025992673994267967,0.1951219512195122,False,0.0,0.0
OADMET-0005945,5.26,5.1376590180165564,5.1376590180165564,0.12234098198344334,0.12234098198344334,0.23076923076923078,False,0.0,0.0
OADMET-0005944,5.24,4.469722439015953,4.469722439015953,0.7702775609840469,0.7702775609840469,0.24358974358974358,False,0.0,0.0
OADMET-0005943,5.0,5.254827354255232,5.254827354255232,-0.25482735425523195,-0.25482735425523195,0.2261904761904762,False,0.0,0.0
OADMET-0005942,4.41,4.553554050667772,4.553554050667772,-0.14355405066777216,-0.14355405066777216,0.22784810126582278,False,0.0,0.0
OADMET-0005941,5.07,4.744737543643099,4.744737543643099,0.3252624563569011,0.3252624563569011,0.19230769230769232,False,0.0,0.0
OADMET-0005940,5.22,5.10552825163869,5.10552825163869,0.1144717483613098,0.1144717483613098,0.24675324675324675,False,0.0,0.0
OADMET-0005939,4.44,4.7460505835060935,4.7460505835060935,-0.30605058350609315,-0.30605058350609315,0.22093023255813954,False,0.0,0.0
OADMET-0005938,4.82,4.817554970620905,4.817554970620905,0.002445029379095409,0.002445029379095409,0.2948717948717949,False,0.0,0.0
OADMET-0005937,4.89,4.834261525487436,4.834261525487436,0.05573847451256331,0.05573847451256331,0.2823529411764706,False,0.0,0.0
OADMET-0005936,4.97,4.934557297854748,4.934557297854748,0.035442702145251914,0.035442702145251914,0.2857142857142857,False,0.0,0.0
OADMET-0005935,4.49,5.224683394015415,5.224683394015415,-0.7346833940154145,-0.7346833940154145,0.23529411764705882,False,0.0,0.0
OADMET-0005934,5.25,5.05689443523444,5.05689443523444,0.19310556476555973,0.19310556476555973,0.2,False,0.0,0.0
OADMET-0005933,5.18,4.975602158296455,4.975602158296455,0.20439784170354436,0.20439784170354436,0.24096385542168675,False,0.0,0.0
OADMET-0005932,4.94,4.963051350139877,4.963051350139877,-0.023051350139876803,-0.023051350139876803,0.1927710843373494,False,0.0,0.0
OADMET-0005931,5.21,5.09546036673981,5.09546036673981,0.11453963326018979,0.11453963326018979,0.2125,False,0.0,0.0
OADMET-0005930,5.19,5.169306058791077,5.169306058791077,0.02069394120892376,0.02069394120892376,0.22784810126582278,False,0.0,0.0
OADMET-0005929,5.38,5.121053561192115,5.121053561192115,0.25894643880788504,0.25894643880788504,0.22988505747126436,False,0.0,0.0
OADMET-0005928,4.44,4.346234121947613,4.346234121947613,0.09376587805238756,0.09376587805238756,0.24,False,0.0,0.0
OADMET-0005927,4.63,4.941733808424866,4.941733808424866,-0.311733808424866,-0.311733808424866,0.2597402597402597,False,0.0,0.0
OADMET-0005926,5.25,4.88579964730346,4.88579964730346,0.36420035269653983,0.36420035269653983,0.21686746987951808,False,0.0,0.0
OADMET-0005925,4.02,4.735351537037822,4.735351537037822,-0.7153515370378223,-0.7153515370378223,0.2926829268292683,False,0.0,0.0
OADMET-0005924,4.48,4.795365028936885,4.795365028936885,-0.3153650289368848,-0.3153650289368848,0.19767441860465115,False,0.0,0.0
OADMET-0005923,5.53,4.837549219548123,4.837549219548123,0.6924507804518774,0.6924507804518774,0.2839506172839506,False,0.0,0.0
OADMET-0005922,4.26,4.486275787955349,4.486275787955349,-0.2262757879553492,-0.2262757879553492,0.19767441860465115,False,0.0,0.0
OADMET-0005921,4.6,4.655145510886479,4.655145510886479,-0.05514551088647934,-0.05514551088647934,0.19753086419753085,False,0.0,0.0
OADMET-0005920,5.41,5.018480540016323,5.018480540016323,0.39151945998367754,0.39151945998367754,0.25,False,0.0,0.0
OADMET-0005919,4.54,4.034330568151566,4.034330568151566,0.5056694318484336,0.5056694318484336,0.18085106382978725,False,0.0,0.0
OADMET-0005918,4.77,4.825181954578288,4.825181954578288,-0.05518195457828856,-0.05518195457828856,0.27956989247311825,False,0.0,0.0
OADMET-0005917,4.67,4.735434770352632,4.735434770352632,-0.06543477035263212,-0.06543477035263212,0.25316455696202533,False,0.0,0.0
OADMET-0005916,4.64,4.898407583560759,4.898407583560759,-0.2584075835607589,-0.2584075835607589,0.20454545454545456,False,0.0,0.0
OADMET-0005915,4.67,4.965270076214688,4.965270076214688,-0.29527007621468826,-0.29527007621468826,0.2125,False,0.0,0.0
OADMET-0005914,3.92,4.424132010080282,4.424132010080282,-0.5041320100802817,-0.5041320100802817,0.19117647058823528,False,0.0,0.0
OADMET-0005913,4.48,4.7230265288677025,4.7230265288677025,-0.24302652886770204,-0.24302652886770204,0.24705882352941178,False,0.0,0.0
OADMET-0005912,5.1,4.71685487182395,4.71685487182395,0.38314512817605006,0.38314512817605006,0.2857142857142857,False,0.0,0.0
OADMET-0005911,5.23,5.191292467858028,5.191292467858028,0.038707532141972756,0.038707532141972756,0.25757575757575757,False,0.0,0.0
OADMET-0005910,4.57,4.69868785779453,4.69868785779453,-0.12868785779452985,-0.12868785779452985,0.2375,False,0.0,0.0
OADMET-0005909,4.77,4.507711574406299,4.507711574406299,0.2622884255937006,0.2622884255937006,0.2261904761904762,False,0.0,0.0
OADMET-0005908,4.87,4.7324863063478935,4.7324863063478935,0.13751369365210664,0.13751369365210664,0.1875,False,0.0,0.0
OADMET-0005907,4.83,4.941939974988548,4.941939974988548,-0.11193997498854813,-0.11193997498854813,0.23529411764705882,False,0.0,0.0
OADMET-0005906,4.89,5.209301056445224,5.209301056445224,-0.3193010564452239,-0.3193010564452239,0.21686746987951808,False,0.0,0.0
OADMET-0005905,4.67,4.68703343891403,4.68703343891403,-0.017033438914030086,-0.017033438914030086,0.24,False,0.0,0.0
OADMET-0005904,4.39,4.647897911997674,4.647897911997674,-0.25789791199767453,-0.25789791199767453,0.20833333333333334,False,0.0,0.0
OADMET-0005903,4.38,4.605025578702538,4.609060006043616,-0.22502557870253792,-0.22906000604361587,0.30864197530864196,False,0.013448091136926025,0.0
OADMET-0005902,4.73,4.635586775853795,4.635586775853795,0.09441322414620501,0.09441322414620501,0.2,False,0.0,0.0
OADMET-0005901,4.26,5.005328340900754,5.005328340900754,-0.7453283409007545,-0.7453283409007545,0.1875,False,0.0,0.0
OADMET-0005900,4.45,3.8819500005360945,3.8819500005360945,0.5680499994639057,0.5680499994639057,0.20481927710843373,False,0.0,0.0
OADMET-0005899,4.59,4.961118773117806,4.961118773117806,-0.3711187731178063,-0.3711187731178063,0.23376623376623376,False,0.0,0.0
OADMET-0005898,4.15,4.6020218851496875,4.6020218851496875,-0.4520218851496871,-0.4520218851496871,0.2261904761904762,False,0.0,0.0
OADMET-0005897,4.75,4.989266860369339,4.989266860369339,-0.23926686036933908,-0.23926686036933908,0.23684210526315788,False,0.0,0.0
OADMET-0005896,4.86,5.03923942880723,5.03923942880723,-0.17923942880722965,-0.17923942880722965,0.25,False,0.0,0.0
OADMET-0005895,5.25,5.212786043268963,5.212786043268963,0.037213956731037,0.037213956731037,0.2222222222222222,False,0.0,0.0
OADMET-0005894,4.71,4.522936913573626,4.522936913573626,0.18706308642637381,0.18706308642637381,0.24691358024691357,False,0.0,0.0
OADMET-0005893,5.01,4.778317451477051,4.779403127937607,0.231682548522949,0.2305968720623932,0.3023255813953488,False,0.003618921535186065,0.0
OADMET-0005892,5.1,5.0673470707773,5.0673470707773,0.032652929222699356,0.032652929222699356,0.189873417721519,False,0.0,0.0
OADMET-0005891,5.11,5.034510806926246,5.034510806926246,0.07548919307375446,0.07548919307375446,0.21951219512195122,False,0.0,0.0
OADMET-0005890,4.09,4.650167005501904,4.650167005501904,-0.5601670055019046,-0.5601670055019046,0.20224719101123595,False,0.0,0.0
OADMET-0005889,4.76,4.647264211386153,4.647264211386153,0.11273578861384692,0.11273578861384692,0.2,False,0.0,0.0
OADMET-0005888,4.98,5.356640149320214,5.356640149320214,-0.37664014932021317,-0.37664014932021317,0.21951219512195122,False,0.0,0.0
OADMET-0005887,5.02,4.715472435488284,4.715472435488284,0.3045275645117158,0.3045275645117158,0.1744186046511628,False,0.0,0.0
OADMET-0005886,4.58,4.900020219284354,4.900020219284354,-0.32002021928435376,-0.32002021928435376,0.2972972972972973,False,0.0,0.0
OADMET-0005885,5.17,5.1983309102289885,5.1983309102289885,-0.028330910228988593,-0.028330910228988593,0.23595505617977527,False,0.0,0.0
OADMET-0005884,5.04,5.189735667913863,5.189735667913863,-0.1497356679138626,-0.1497356679138626,0.2125,False,0.0,0.0
OADMET-0005883,4.56,4.737001045699258,4.737001045699258,-0.17700104569925834,-0.17700104569925834,0.25301204819277107,False,0.0,0.0
