global_feature_idx,feature,family,mean_abs_shap,mean_shap,max_abs_shap,n_explanations,lgbm_gain
1758,mordred__ETA_dEpsilon_C,mordred,0.12984436141134256,0.11283446539105592,0.8277534922795424,12,9.70458661406883
1052,mordred__AATS6dv,mordred,0.12967175683904686,0.12432964844018805,0.7096179684392476,12,20.87643503502477
1654,mordred__AETA_eta_L,mordred,0.12801576368670756,0.11704744585088578,0.5233130948122177,12,41.50379265326774
2073,boltz_tier1__pae_protein_ligand_std,boltz_tier1_conf,0.1263889446386294,0.0641240288546766,1.0811310494350546,12,9.247111867414787
1467,mordred__RotRatio,mordred,0.1251642624452374,0.025510114256620125,0.5354875247935951,12,13.089356567565119
2079,boltz_tier1__pae_pocket_ligand_max,boltz_tier1_conf,0.12348889234732556,0.039844356444003616,0.6762210978134984,12,26.0000781059789
417,mordred__SIC5,mordred,0.12255615260696218,-0.00628778995670505,0.6235223932701296,12,9.240833904594183
849,mordred__GATS4d,mordred,0.12169179744447928,0.05649794877420147,0.9987869937067351,12,16.678420967335114
2067,boltz_tier1__plddt_pocket_mean,boltz_tier1_conf,0.12168572912095542,-0.08648066498300512,0.8065723796727423,12,13.637469705252443
762,mordred__ATSC2i,mordred,0.12156406427583442,-0.10213480116615387,0.8442018413039317,12,13.13452421547845
1066,mordred__AATSC0p,mordred,0.12127951445632441,-0.113231562156076,0.5326998912763897,12,13.254340768617112
785,mordred__ATSC5d,mordred,0.12045406829693163,0.0799702858951613,1.0244691753106083,12,12.812623016827274
1292,mordred__TopoPSA,mordred,0.11875541805372324,-0.09497410958565089,0.9827501239745602,12,16.259705663047498
2052,boltz_tier0__complex_ipde,boltz_tier0,0.11843081333383247,-0.09938687825270998,1.2042340379600838,12,12.635044568829471
375,mordred__JGI6,mordred,0.1174667975768444,-0.10767998992566757,0.7892710986955807,12,9.214232158352388
14,chemeleon_014,chemeleon,0.11741376562159007,-0.027774649188863628,0.7590978642312173,12,9.472546925913775
663,mordred__AATS2d,mordred,0.11684540473738926,0.007448844652494756,0.5789771324469534,12,12.158993697492406
5,chemeleon_005,chemeleon,0.1166527466910951,-0.08993235545375045,0.9315673204942005,12,8.999439079285366
2092,boltz_tier1__plddt_res247,boltz_tier1_conf,0.11653613798107297,-0.1045885087574764,0.8525612788301293,12,9.956794277386507
1270,mordred__SpAD_Dt,mordred,0.115921355200883,0.10081721197953114,0.7955241709187352,12,12.823661888454808
1572,mordred__ETA_eta_B,mordred,0.11575363130141893,-0.10623737560956498,1.0439122918943138,12,14.135852903535124
1792,mordred__MINaaNH,mordred,0.11534020911786574,-0.0974601513118535,0.5568384618736951,12,14.494066514074802
74,chemeleon_074,chemeleon,0.11475458856885186,0.032508765446920745,0.6781595792222928,12,20.22095747780986
113,chemeleon_113,chemeleon,0.11433966364068615,0.048288272843723216,0.9273094074698754,12,31.68615034967661
1589,mordred__PEOE_VSA7,mordred,0.11405317735512747,-0.004208567343069905,0.49089862078631813,12,10.35807849135017
1936,rdkit__BCUT2D_MWHI,rdkit_full,0.11380452553683439,0.09579516457074339,1.1340900848879314,12,13.341132158384426
50,chemeleon_050,chemeleon,0.11373328915075696,-0.08333297243342412,0.717831859050744,12,17.075676337903133
67,chemeleon_067,chemeleon,0.11366090097276071,-0.07740071238407963,1.0059149704372214,12,190.5602526536677
115,chemeleon_115,chemeleon,0.113345705827464,-0.08645373869200462,1.1772404729042463,12,14.127264668146381
354,mordred__BIC5,mordred,0.11277387999666415,0.02182201937236399,0.5556564495749438,12,12.910765462147538
1454,mordred__MATS1are,mordred,0.11250820115980482,-0.07948663677399324,1.1069971124538516,12,15.009141117276158
131,chemeleon_131,chemeleon,0.11204786633025447,-0.09726166483114239,0.9475060684753867,12,32.95559429706191
196,chemeleon_196,chemeleon,0.11203275888289686,0.10449188212838455,1.1158693107448039,12,30.682054267643252
1897,rdkit__SMR_VSA10,rdkit_full,0.11175041194030588,0.10424086011675476,0.7388996622798669,12,13.768594135879539
305,mordred__Mv,mordred,0.11161301291810855,0.06940982120929512,0.9921309376692569,12,31.064627079293132
1168,mordred__ATSC8se,mordred,0.11081023532217832,-0.011030617324880797,0.5451195234964442,12,12.88816682403558
880,mordred__GATS8c,mordred,0.108965113071589,0.08114720929217391,0.9584633294575899,12,11.866428388137138
130,chemeleon_130,chemeleon,0.10765816966302837,0.07721084972300436,0.8241112799785985,12,19.3298903767718
2055,boltz_tier0__ensemble_diff_affinity,boltz_tier0,0.10724874317929677,-0.09736150061771037,0.7117198709497056,12,19.893699865904637
578,mordred__SRW09,mordred,0.10702009872162062,0.09275472021991048,0.6153857082413118,12,11.39977576455567
4,chemeleon_004,chemeleon,0.10566058723568317,-0.08179837475538028,0.9858543431053336,12,35.199122200894635
1239,mordred__MDEC-23,mordred,0.10543012313636772,0.09588105857300672,0.41188693333367216,12,11.956747597520007
1190,mordred__GATS4pe,mordred,0.10477472933363996,-0.0010072322624325796,0.45173848563376934,12,9.304816559015308
850,mordred__GATS4i,mordred,0.10477463719993206,-0.09947754445889422,0.9906599214900096,12,14.417209390434437
42,chemeleon_042,chemeleon,0.10463120069924747,0.082042123179863,0.5816036857970013,12,42.75372798889293
358,mordred__CIC3,mordred,0.10449610370073951,0.02641518480406564,0.7347262970681449,12,9.22209099761676
106,chemeleon_106,chemeleon,0.10414304237964152,0.06972391089822144,0.853406250245516,12,25.118138924823143
283,chemeleon_283,chemeleon,0.10353360961290803,0.09112732596116153,0.8781947866916245,12,14.687343241937924
118,chemeleon_118,chemeleon,0.103251490591608,-0.08054056940363596,0.5351979092702264,12,30.51210103460471
65,chemeleon_065,chemeleon,0.10320285648478351,0.03300757555244141,0.7781619725085349,12,22.28751289343927
1710,mordred__EState_VSA3,mordred,0.10293175897832653,-0.020419580482815454,0.6883521653778302,12,9.697327065980062
1033,mordred__piPC10,mordred,0.10279263486624496,-0.008730285591747614,0.589813763709484,12,24.168839282821864
1138,mordred__ATS5are,mordred,0.10120587122753999,0.04401146997233677,0.4461107644354653,12,9.010350227355957
2064,boltz_tier1__plddt_ligand_min,boltz_tier1_conf,0.10098624879750985,-0.06982794059832724,0.634661487534376,12,13.090298821858596
213,chemeleon_213,chemeleon,0.1009226652349851,0.062183716750572986,0.7059682530036885,12,18.715001439210027
55,chemeleon_055,chemeleon,0.10078567089954599,-0.07657288618371898,0.5626944899609297,12,43.6953527823498
570,mordred__SLogP,mordred,0.10049152921642283,-0.08715702210331928,0.5357459778784177,12,65.22283202639665
1429,mordred__BCUTd-1l,mordred,0.10039131071300401,0.08504117531107593,0.4976221312992124,12,16.77205944666639
841,mordred__GATS3d,mordred,0.1001895913406586,-0.07072781502288067,0.7498575953614082,12,10.896406452200608
273,chemeleon_273,chemeleon,0.09933117906184191,0.08806221336316822,0.8177501306422437,12,8.841939695295878
235,chemeleon_235,chemeleon,0.0993038086762894,-0.07563444541745082,0.5733008457793004,12,29.19970093277516
711,mordred__AMID_C,mordred,0.09911232110873876,0.09359870463846671,0.49809945724651294,12,9.963520878140116
68,chemeleon_068,chemeleon,0.09894748607905406,-0.0558129218245304,0.5768291113378405,12,14.786405222839676
171,chemeleon_171,chemeleon,0.09882791089501002,0.03169610436659664,0.5802395819512063,12,15.359265561972279
793,mordred__ATSC6d,mordred,0.09876089211781636,0.09516423507244491,0.8721187117417581,12,22.18278031173395
2,chemeleon_002,chemeleon,0.0981221661771264,-0.06170968439172674,0.591002232667491,12,99.60687737475382
376,mordred__JGI7,mordred,0.0978195204317548,-0.08959363757626108,0.6109590116909888,12,61.41586010690662
604,mordred__VE1_A,mordred,0.09781183602564043,-0.07970274098957275,0.5036994376145109,12,15.593016187427565
806,mordred__ATSC7v,mordred,0.09728354730786282,0.030036747257944033,0.7201160491185048,12,8.7373281630571
292,chemeleon_292,chemeleon,0.09720651763357764,0.05676444566233468,0.6945465482774046,12,10.941261930973269
1102,mordred__AATSC5c,mordred,0.09702027942002338,-0.06660511386068498,0.40254213445603976,12,10.97521293439786
942,mordred__MATS7v,mordred,0.09693949874594769,-6.294155163463766e-05,0.5726905341070538,12,37.808100196532905
83,chemeleon_083,chemeleon,0.0968430569011004,0.07359772143123103,0.8091315868753717,12,39.61888286093017
228,chemeleon_228,chemeleon,0.09645150921711666,-0.04779622718970206,0.737196131415851,12,13.94149828015361
2074,boltz_tier1__pae_protein_ligand_min,boltz_tier1_conf,0.09622116191321638,-0.04300008795585144,0.5716117607844377,12,9.241111634881236
246,chemeleon_246,chemeleon,0.09606429440421416,0.0024559596933562155,0.4313024548892702,12,24.99932248453115
909,mordred__MATS3s,mordred,0.09594760249527261,0.09238080773647765,0.5264152608699258,12,22.558293093548855
499,mordred__ATS7m,mordred,0.0959235981036321,0.08546833513126088,0.5304212699108561,12,11.996496189385653
856,mordred__GATS5c,mordred,0.09591170294658158,-0.04786820502243105,0.6839885903263982,12,10.109063573152525
1824,rdkit__qed,rdkit_full,0.09587984239413479,0.08611534171712865,0.40205174747492695,12,54.884967056364985
154,chemeleon_154,chemeleon,0.09585071991660682,-0.05510805562431669,0.5750385220999915,12,12.932957758603152
998,mordred__Xc-3dv,mordred,0.09553855989648756,0.025154625101113905,0.4159867695595493,12,10.383552591025364
1474,mordred__SMR_VSA5,mordred,0.0950238513824067,0.07058103683196225,0.8457818079228703,12,15.009492901182966
577,mordred__SRW08,mordred,0.09397952196755217,-0.0775863595001093,0.8721683135190044,12,28.095429986715317
2045,boltz_tier0__ptm,boltz_tier0,0.09383771452764,-0.06633838299005419,0.7346017951982823,12,8.845854822953697
0,chemeleon_000,chemeleon,0.09382476594766866,-0.0738899510550522,0.6712864635507494,12,12.238508385955356
76,chemeleon_076,chemeleon,0.09379109266266815,-0.0469458547116281,0.5088178070392272,12,20.191989515704336
1576,mordred__ETA_psi_1,mordred,0.09361875912669858,0.0516629913759798,0.6973915851597781,12,9.461982341483235
155,chemeleon_155,chemeleon,0.09335707030821398,-0.08714953437598134,0.48885734453359403,12,39.13134277204517
1241,mordred__MDEN-23,mordred,0.09323486624478322,0.07761687830764862,0.6737802215444703,12,12.254059431375936
367,mordred__GGI7,mordred,0.09317661189615235,0.05084752693371523,0.5948143398759138,12,37.30982993339421
1176,mordred__AXp-7dv,mordred,0.09305723895318298,0.0033937554952143067,0.5021207293969641,12,11.898130171350203
715,mordred__AMID_h,mordred,0.09301852856360639,0.08314673008233577,0.3306966086792569,12,9.664082256727852
814,mordred__ATSC8v,mordred,0.09264472959522434,-0.058405768038733125,0.6229586929205069,12,17.062340118805878
905,mordred__MATS3d,mordred,0.09263411651250802,0.00020514953920242052,0.49851372598988797,12,17.629116333730053
257,chemeleon_257,chemeleon,0.09209480992287826,-0.0067441315133176735,0.4962638807228604,12,10.259232726180926
1674,mordred__SlogP_VSA5,mordred,0.09207073593764432,0.07681394250918311,0.8734887290468972,12,10.01449412223883
912,mordred__MATS4c,mordred,0.09183990723182624,0.06130125943199408,0.4440436750060297,12,11.277788654260803
327,mordred__IC4,mordred,0.09156480555941543,0.03714339253097643,0.5994058867904221,12,51.15338725975016
138,chemeleon_138,chemeleon,0.0913074737540709,0.0008242009846182218,0.5097713188526553,12,14.60034729038307
914,mordred__MATS4i,mordred,0.09105785203793161,-0.07896340302001402,0.7332727796707802,12,9.659612316085258
112,chemeleon_112,chemeleon,0.09100573741258867,-0.037819663872205554,0.3217249788856792,12,11.17492846614914
692,mordred__AATS6i,mordred,0.09080278192631223,0.04979065543629612,0.6327644359605971,12,60.59688772325171
1390,mordred__AATSC1dv,mordred,0.09010174800507935,-0.027741077192809816,0.5594393767385816,12,18.463763351930538
260,chemeleon_260,chemeleon,0.09000469800671278,-0.04834498070083209,0.6302789761451972,12,13.740618050738703
2077,boltz_tier1__pae_pocket_ligand_std,boltz_tier1_conf,0.08997677574820677,0.02463745679876836,0.36824057247804,12,39.12246139807394
194,chemeleon_194,chemeleon,0.08994062073664338,-0.03490253093751471,0.5795223753930059,12,13.9669871974329
218,chemeleon_218,chemeleon,0.08972575382245918,0.015688739700427595,0.3037603289312324,12,10.716692395450082
3,chemeleon_003,chemeleon,0.08963341272694247,0.046827768674472504,0.566935702714902,12,36.78596264519729
2099,boltz_tier1__plddt_res407,boltz_tier1_conf,0.08952715322725498,-0.02586756582511569,0.5396009085885913,12,9.420920970354928
25,chemeleon_025,chemeleon,0.08946318817042602,-0.078813278691461,0.7959079898601954,12,11.48851680685766
151,chemeleon_151,chemeleon,0.0891408847940298,-0.06897890711517372,0.6615351776948719,12,18.96004036141676
1978,rdkit__fr_piperzine,rdkit_full,0.08913800753448835,-0.06026412447980756,0.6885496914725684,12,11.993217885494232
776,mordred__ATSC4c,mordred,0.08869984901745785,0.07333710700679685,0.7082259045601711,12,24.456141706497874
107,chemeleon_107,chemeleon,0.08866035894588041,0.06077617261886122,0.4638994273390935,12,18.172770479053725
345,mordred__fMF,mordred,0.08860730325949313,0.07688792782814957,0.8404755008565793,12,13.164368990343064
52,chemeleon_052,chemeleon,0.0879903955415247,0.07439836740913904,0.3520617625200394,12,15.459683606779436
2003,rdkit__FpDensityMorgan1,rdkit_full,0.0875850293047134,-0.06952281380058058,0.8693407255663423,12,25.32701701944461
1716,mordred__EState_VSA9,mordred,0.08745664178449199,0.06365169170390857,0.8272943109032386,12,18.1942360457615
672,mordred__AATS3m,mordred,0.08723646845562072,-0.0768822534406185,0.5129156911656158,12,13.401777043938637
60,chemeleon_060,chemeleon,0.08702712850338651,0.038090359389290944,0.6036846118911668,12,32.7543355016096
2066,boltz_tier1__plddt_ligand_p10,boltz_tier1_conf,0.08682654796506013,-0.07079807364696641,0.5405408517629733,12,18.808424920222024
1459,mordred__MATS6are,mordred,0.08668118904352151,-0.010364774477057461,0.5584744859256116,12,11.09195965284016
127,chemeleon_127,chemeleon,0.08657970414271327,0.06191994077789539,0.4823477024144061,12,21.261073403962655
147,chemeleon_147,chemeleon,0.08632599129623132,-0.03681006793380321,0.53637498276623,12,17.183718015323393
770,mordred__ATSC3i,mordred,0.0861370520739168,0.014079666649643602,0.3219466237712087,12,12.688018974586157
156,chemeleon_156,chemeleon,0.08580471415006587,-0.07390080317682478,0.4011066573179658,12,12.348193565834663
1496,mordred__VMcGowan,mordred,0.08569244147593102,0.05298235977336633,0.6958621878644127,12,8.973235569894314
869,mordred__GATS6s,mordred,0.08537252722951988,0.009728021138902913,0.4864383687510292,12,14.30608433962334
614,mordred__VR3_A,mordred,0.0853697751985595,-0.04884471974899146,0.31351677652011206,12,16.927289683837444
146,chemeleon_146,chemeleon,0.08506694658833075,0.04417625114657477,0.7404513720570604,12,10.999995799254975
87,chemeleon_087,chemeleon,0.08469709330937146,0.033989628585779585,0.5501577817793479,12,76.12513398958254
790,mordred__ATSC5v,mordred,0.08437547557926273,-0.02763268418431014,0.5801893298457865,12,18.329166105919285
164,chemeleon_164,chemeleon,0.0840064790096866,-0.0270110559962432,0.506667191911212,12,13.357036036555655
885,mordred__GATS8s,mordred,0.08383740235798959,-0.02085490046389291,0.5412808804620632,12,17.755801394145237
15,chemeleon_015,chemeleon,0.08369461148547015,0.07965879474190181,0.5766625171277779,12,16.346628601575503
1584,mordred__PEOE_VSA2,mordred,0.08346297606747981,0.019882510879190074,0.3476402878978588,12,19.470891291013686
202,chemeleon_202,chemeleon,0.08346108355110653,0.06568577627972881,0.47041537808743783,12,9.745911466743564
1243,mordred__MINaasC,mordred,0.08326335901233654,-0.047364250143550064,0.5669798067162665,12,46.26352692357614
1127,mordred__AATSC8d,mordred,0.08322763128161786,0.07105868424795983,0.7486860971996326,12,9.712188210338354
297,chemeleon_297,chemeleon,0.08316963311889163,-0.02845939799499768,0.34131065808769656,12,9.15342839297955
234,chemeleon_234,chemeleon,0.08312474828888519,-0.043304854196206534,0.3418795828922137,12,14.547022140730405
91,chemeleon_091,chemeleon,0.08299520095141161,-0.01842778344122722,0.4568262222309096,12,16.85755284302286
98,chemeleon_098,chemeleon,0.0825337729536228,0.056253153619637515,0.5574796763173516,12,18.48010883620009
217,chemeleon_217,chemeleon,0.08250066380625419,-0.02806172480287401,0.3978987904151248,12,13.0651452409802
384,mordred__MIC5,mordred,0.08213835697373931,-0.0005364124657584138,0.36465517528509356,12,17.06932090688497
1006,mordred__Xch-7d,mordred,0.0820893590988109,0.040262211677028245,0.6851041926625134,12,10.067015783308307
34,chemeleon_034,chemeleon,0.08194857459415948,0.03376711872945291,0.4543653740083979,12,10.658890846767463
1235,mordred__MAXsssN,mordred,0.08185154944627929,-0.07382197042007453,0.4408797782916898,12,23.16508626646828
1820,pose_jazzy__dgtot,pose_jazzy,0.08177888744360327,-0.03540967337063165,0.3468047122058838,12,51.322449922852684
253,chemeleon_253,chemeleon,0.08136597880074858,0.06417174052239517,0.6592109184008444,12,10.44125093150069
823,mordred__GATS1Z,mordred,0.08124671641806812,0.04604015139986886,0.5486914397204619,12,9.32633693603566
1480,mordred__SpAD_Dzi,mordred,0.08093835934697766,-0.06919239423332263,0.5659902144301404,12,12.461663724679966
767,mordred__ATSC3Z,mordred,0.08048714876837239,-0.005472524519998338,0.4473719018282578,12,16.71812528852024
855,mordred__GATS5Z,mordred,0.08014949914689523,-0.06533444926050239,0.3490973050846678,12,27.439446626900462
175,chemeleon_175,chemeleon,0.08004801795425383,-0.011881846313169171,0.4171926169383552,12,71.5173612148501
1714,mordred__EState_VSA7,mordred,0.07968490375937226,0.03601398011664144,0.48329019785247906,12,42.95129023154732
36,chemeleon_036,chemeleon,0.07907921409154375,0.0483523975931894,0.5518503147261798,12,20.604694350622594
96,chemeleon_096,chemeleon,0.07898844221409629,-0.027731349337057454,0.4962881710872042,12,29.2447868885356
628,mordred__Xp-7d,mordred,0.07871950609807608,0.03107333653138721,0.5620983543220439,12,58.90361438621767
45,chemeleon_045,chemeleon,0.07856524038851073,0.04765175673756453,0.6223473107701797,12,24.60049901534512
1217,mordred__MATS4se,mordred,0.07817694738748898,-0.05897775136384284,0.40268248046774463,12,9.09113144085859
69,chemeleon_069,chemeleon,0.07799608038806825,0.06281212005235925,0.7617725399471433,12,40.43062707816716
1667,mordred__PEOE_VSA11,mordred,0.07784316049489745,-0.039760754770530225,0.4645235751106527,12,31.871597348712385
809,mordred__ATSC8d,mordred,0.07781290129951098,-0.033018216174176475,0.5206334348282983,12,32.660651042097015
873,mordred__GATS7d,mordred,0.07777801836785556,0.0012510461006981421,0.28686562910434893,12,10.669617079751333
1074,mordred__AATSC1p,mordred,0.07776666009436238,0.06014476790836513,0.4775908152198884,12,15.4853467985522
1672,mordred__SlogP_VSA3,mordred,0.07759515701913569,-0.030868150790820784,0.3225281940027188,12,49.79436551967228
477,mordred__ATS4i,mordred,0.07633390067187344,-0.054332381713919777,0.47510811605858516,12,21.91974473046139
1464,mordred__MINssCH2,mordred,0.07620251634881947,0.026235639437314596,0.5613809970666206,12,23.898107330460334
811,mordred__ATSC8m,mordred,0.07611357778883444,0.04581623497510104,0.5777987308050316,12,21.308171856799163
63,chemeleon_063,chemeleon,0.07582934082480973,0.03204243661125352,0.4587203046704936,12,28.33910100691719
230,chemeleon_230,chemeleon,0.07563201541822832,0.03749268231214176,0.5943593041059041,12,40.72186018564389
189,chemeleon_189,chemeleon,0.07544897234369442,0.06178998647199487,0.5893801437609246,12,18.383702406310476
575,mordred__SRW06,mordred,0.07543987380754734,-0.05503916692705534,0.46896930825108807,12,65.40936881443486
220,chemeleon_220,chemeleon,0.0746319406539543,-0.05017716371229716,0.5472223782931092,12,9.806128656986402
2071,boltz_tier1__plddt_pocket_p10,boltz_tier1_conf,0.07437107070899068,-0.010047867249308336,0.22699929412928715,12,10.672267923364416
671,mordred__AATS3i,mordred,0.07396149983728095,-0.05905584810470823,0.5659597244706029,12,12.675907645971165
195,chemeleon_195,chemeleon,0.07395622760925076,0.015674745171184872,0.4906203911355397,12,11.456219761574175
1126,mordred__AATSC8c,mordred,0.07391658978956574,0.07042683522219713,0.5958578941347005,12,9.553946711705066
802,mordred__ATSC7i,mordred,0.07350023598855501,-0.04431260139417711,0.42622609705524833,12,11.659671113651711
290,chemeleon_290,chemeleon,0.07316287244057339,0.045437724937,0.38629407333813265,12,14.756146362109575
191,chemeleon_191,chemeleon,0.07310968625457671,0.044397027171696385,0.6730547118522073,12,13.49573575030081
587,mordred__SddsN,mordred,0.07297265727622766,0.005637729956489646,0.4362926178477176,12,17.751229643821716
2004,rdkit__FpDensityMorgan2,rdkit_full,0.07281462352656153,0.06058373018868208,0.42360255083975495,12,27.9678025925532
829,mordred__GATS1s,mordred,0.07263560569665167,0.017699091626131567,0.413358244388509,12,12.00977286847774
824,mordred__GATS1c,mordred,0.07258555512107003,0.01968831423123009,0.26072604901217006,12,21.599040782777593
197,chemeleon_197,chemeleon,0.07246679154099439,0.030791248690820717,0.3134792226776279,12,24.811322963651037
1590,mordred__PEOE_VSA8,mordred,0.07244380193482107,0.0566164798238939,0.36208285225386194,12,13.436930481315358
1017,mordred__Xpc-6d,mordred,0.07224062375164866,0.06488604370320028,0.4028405155747282,12,14.872397552157054
289,chemeleon_289,chemeleon,0.07213158381156391,0.006069946264250504,0.31569739155770143,12,16.295513688528445
786,mordred__ATSC5i,mordred,0.07196610991959375,-0.0653677096012137,0.3622771554119646,12,12.016870864958037
1242,mordred__MINaaCH,mordred,0.07178590545615803,-0.05080367332187579,0.5077013117629602,12,30.745061537600122
270,chemeleon_270,chemeleon,0.0717821199909065,0.038882879720699745,0.5362931141872106,12,21.967397364089265
1318,mordred__VR2_Dzp,mordred,0.0715508034039915,0.033472466739254615,0.43219319316170723,12,23.33768940367736
90,chemeleon_090,chemeleon,0.07149135177723463,0.03655971283192536,0.5201317056873778,12,31.277922453911742
973,mordred__SpAD_A,mordred,0.07144889678098379,0.03328083073340899,0.3189975722295986,12,15.334023776551476
16,chemeleon_016,chemeleon,0.07142612728325777,-0.052875531834305434,0.5464703538137304,12,10.801888921065256
299,chemeleon_299,chemeleon,0.07141125514941314,-0.04146441511906628,0.4367770674331312,12,19.58263708994491
503,mordred__ATS8Z,mordred,0.07129475988113132,-0.04426764689405046,0.4658315221686072,12,9.72247722663451
237,chemeleon_237,chemeleon,0.07128351802281525,-0.04564628987989666,0.6745589229188749,12,12.462489480094519
541,mordred__MWC06,mordred,0.0711833771086464,0.04424186633013647,0.35293330324191935,12,20.19972143508494
325,mordred__IC2,mordred,0.07109433662013742,-0.06123213456709976,0.3531674066422886,12,28.17306888283929
198,chemeleon_198,chemeleon,0.07093385338304199,0.050544991641317975,0.5762615801142406,12,17.94473722059047
1246,mordred__MINssNH,mordred,0.07088669140400686,-0.00987339052754214,0.43730080502453156,12,13.442704723158386
789,mordred__ATSC5s,mordred,0.07084778752963979,-0.03669108122671564,0.4505001580963594,12,13.435392849089112
2080,boltz_tier1__pde_pocket_ligand_mean,boltz_tier1_conf,0.07081952382091768,0.058663369766452415,0.42247268917106584,12,11.69197153756977
185,chemeleon_185,chemeleon,0.07065681103865369,-0.008378746386548425,0.3133145008576798,12,25.887527955812402
132,chemeleon_132,chemeleon,0.07063841146703277,-0.050827886253669706,0.3889774645216338,12,20.233277551538777
1437,mordred__BCUTs-1l,mordred,0.06937778079683078,0.02613536244160228,0.5386733030507422,12,8.937482128079864
745,mordred__ATSC0d,mordred,0.06937557303681649,-0.044047532599593035,0.5775682270704877,12,13.05446872417815
263,chemeleon_263,chemeleon,0.06892536228740216,-0.007553951460694598,0.4117462788799814,12,17.123182397976052
1194,mordred__GATS5se,mordred,0.06882455826615619,-0.039390612280745724,0.6316493215985391,12,15.545066947786836
455,mordred__ATS1d,mordred,0.06871840944251809,0.05173941307689828,0.5502203890021568,12,9.527710393536836
820,mordred__AXp-5d,mordred,0.06851480486833074,-0.05937413381946464,0.5280411196001462,12,9.552712088538101
2087,boltz_tier1__pde_intra_ligand_max,boltz_tier1_conf,0.06837459490417354,0.06314180193863672,0.6425448438458874,12,21.429289164196234
