htchem_id,compound_id,smiles,molecule_name,source_type,ocnt_id,batch_id,pec50,corrected_pec50,corrected_pec50_se,corrected_pec50_ci95,product_yield_percent,volatility,cad_yield_volatility_note,emax_normalized
387,14075,COC(C)(C(=O)NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1ccccc1,OCNT-2432593,crude,OCNT-2432593,ZZ-002,5.447331783887807,5.28111204248017,0.243935395262947,0.4781133747153762,146.6289556646315,Non-volatile,Non-volatile,1.0
394,14082,CCOC=CC(O)(CNC(=O)C(C)(OC)c1ccccc1)C(F)(F)F,OCNT-2432603,crude,OCNT-2432603,ZZ-002,5.518557371497695,6.368804803784787,0.1651472580790439,0.3236886258349261,14.117330033135056,Non-volatile,Non-volatile,0.652
279,13967,COC(C)(C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccs1)c1ccccc1,OCNT-2432628,crude,OCNT-2432628,ZZ-002,5.583359492661719,5.648518075038632,0.144522177195558,0.2832634673032937,86.06794182107991,Non-volatile,Non-volatile,0.825
453,14141,COC(C)(C(=O)NCC(c1ccc(SC)cc1)N(C)C)c1ccccc1,OCNT-2432644,crude,OCNT-2432644,ZZ-002,4.928117992693875,5.332445601551912,0.1686407434929741,0.3305358572462292,39.4159856487941,Non-volatile,Non-volatile,0.871
424,14112,COC(C)(C(=O)NCc1cnnn1-c1ccccc1)c1ccccc1,OCNT-2432645,crude,OCNT-2432645,ZZ-002,5.3260580013659125,5.381346646215802,0.1568770393731721,0.3074789971714173,88.04634966378482,Non-volatile,Non-volatile,0.791
410,14098,CCC1CC1(NC(=O)C(C)(OC)c1ccccc1)c1cccc(C)c1,OCNT-2432653,crude,OCNT-2432653,ZZ-002,5.104577453960592,5.725911883552751,0.1594550763487929,0.3125319496436342,23.914734868132307,Semi-volatile,Semi-volatile,0.982
446,14134,COC(C)(C(=O)N[C@H]1CC=CC[C@@H]1C(F)(F)F)c1ccccc1,OCNT-2432658,crude,OCNT-2432658,ZZ-002,5.123205023799299,5.490794824532875,0.172106390039652,0.3373285244777179,42.89534837132898,Semi-volatile,Semi-volatile,0.59
347,14035,COC(C)(C(=O)NC(C)(C)C#Cc1ccccc1)c1ccccc1,OCNT-2432661,crude,OCNT-2432661,ZZ-002,4.767003889607846,5.204118244299392,0.1835089931224796,0.3596776265200599,36.54985390065244,Semi-volatile,Semi-volatile,1.46
313,14001,COC(C)(C(=O)NC(c1ccc(Cl)c(F)c1)c1noc(C)n1)c1ccccc1,OCNT-2432679,crude,OCNT-2432679,ZZ-002,5.590066876668706,5.71491292918512,0.143166803166784,0.2806069342068967,75.01600768368817,Non-volatile,Non-volatile,0.933
326,14014,COC(C)(C(=O)N[C@H]1CC(=O)N(C)[C@@H]1c1ccc(Cl)c(Cl)c1)c1ccccc1,OCNT-2432693,crude,OCNT-2432693,ZZ-002,5.386158178123931,5.352493587557346,0.1493391832305068,0.2927047991317933,108.0599072815922,Non-volatile,Non-volatile,1.16
377,14065,COC(C)(C(=O)NCCC#N)c1ccccc1,OCNT-2432705,crude,OCNT-2432705,ZZ-002,3.869666231504994,3.837624211265477,0.2479972360437863,0.4860745826458211,107.65693722510996,Semi-volatile,Semi-volatile,1.23
255,13943,COC(C)(C(=O)NC1CCC(C)CC1N1CCc2ccccc2C1)c1ccccc1,OCNT-2432713,crude,OCNT-2432713,ZZ-002,5.257274868695302,5.92984939812277,0.1519099777717165,0.2977435564325644,21.25325586054899,Non-volatile,Non-volatile,0.596
381,14069,COC(C)(C(=O)NCc1cncc2c1CCC2)c1ccccc1,OCNT-2432719,crude,OCNT-2432719,ZZ-002,4.97061622231479,5.099870841780374,0.1658691145977349,0.3251034646115606,74.25836460911921,Non-volatile,Non-volatile,1.18
235,13923,COC(C)(C(=O)NC1CCCc2c1cnn2C1CCCC1)c1ccccc1,OCNT-2432742,crude,OCNT-2432742,ZZ-002,6.097453220686009,6.096961329140067,0.166633491362011,0.3266016430695416,100.11332637997432,Non-volatile,Non-volatile,0.559
406,14094,COC(C)(C(=O)N[C@H]1CCC[C@H]1n1cnnc1)c1ccccc1,OCNT-2432744,crude,OCNT-2432744,ZZ-002,3.709965388637482,3.815614795447252,0.2754821996075239,0.539945111230747,78.40623378696571,Non-volatile,Non-volatile,1.16
353,14041,COC(C)(C(=O)NCCCOc1cc(C)cc(C)c1C)c1ccccc1,OCNT-2432761,crude,OCNT-2432761,ZZ-002,5.508638306165727,5.923507406780811,0.1495706562090593,0.2931584861697563,38.47077181610851,Non-volatile,Non-volatile,0.62
415,14103,COC(C)(C(=O)NCc1cc(Cl)ccc1OC(F)F)c1ccccc1,OCNT-2432776,crude,OCNT-2432776,ZZ-002,5.077793722560983,5.420285663327824,0.1626023480483021,0.3187006021746722,45.447297081805125,Semi-volatile,Semi-volatile,1.29
361,14049,CCC(NC(=O)C(C)(OC)c1ccccc1)C(=O)NC(C)c1cc(C)sc1C,OCNT-2432780,crude,OCNT-2432780,ZZ-002,5.735182176990463,5.889152351740361,0.1444960334781942,0.2832122256172607,70.1503472640411,Non-volatile,Non-volatile,0.6
238,13926,COC(C)(C(=O)NCc1ccc(C)nc1-n1cc(Cl)cn1)c1ccccc1,OCNT-2432787,crude,OCNT-2432787,ZZ-002,5.379863945026242,5.717704518791101,0.1498246427887118,0.2936562998658751,45.93666119145867,Non-volatile,Non-volatile,1.07
256,13944,COC(C)(C(=O)NCCN1C2CCC1CC(O)C2)c1ccccc1,OCNT-2432792,crude,OCNT-2432792,ZZ-002,3.4559319556497243,3.7385913910929744,0.306595008946792,0.6009262175357123,52.16035812782286,Non-volatile,Non-volatile,1.31
306,13994,COC(C)(C(=O)NCCc1cc(Cl)c2c(c1)OCCO2)c1ccccc1,OCNT-2432804,crude,OCNT-2432804,ZZ-002,5.2335871528876,5.313369679578075,0.1582676601596141,0.3102046139128437,83.21803817773498,Non-volatile,Non-volatile,0.988
396,14084,COC(C)(C(=O)NC(C)Cn1nc(C(F)(F)F)cc1C1CC1)c1ccccc1,OCNT-2432808,crude,OCNT-2432808,ZZ-002,5.505845405981558,5.809823201595507,0.1512307890626262,0.2964123465627474,49.6617711617512,Semi-volatile,Semi-volatile,0.821
332,14020,COC(C)(C(=O)NC1CCc2nc(-c3ccccc3)ncc2C1)c1ccccc1,OCNT-2432809,crude,OCNT-2432809,ZZ-002,3.7878123955960414,3.737050918438071,0.2391076713822547,0.4686510359092192,112.39874889726522,Non-volatile,Non-volatile,0.631
297,13985,COC(C)(C(=O)NCc1cnc(O)cn1)c1ccccc1,OCNT-2432819,crude,OCNT-2432819,ZZ-002,3.575118363368933,3.617695025633186,0.3204995469121399,0.6281791119477942,90.66159133597093,Non-volatile,Non-volatile,1.06
245,13933,COC(C)(C(=O)NCc1ccc2nncn2c1)c1ccccc1,OCNT-2432821,crude,OCNT-2432821,ZZ-002,4.105130343254747,4.147056642394028,0.247433436781122,0.4849695360909991,90.79746026675188,Non-volatile,Non-volatile,1.05
236,13924,COC(C)(C(=O)NCCCOC1CCCc2ccccc21)c1ccccc1,OCNT-2432830,crude,OCNT-2432830,ZZ-002,5.623423042943488,6.014376444218268,0.1464966091910764,0.2871333540145098,40.64869418702612,Non-volatile,Non-volatile,0.547
401,14089,COC(C)(C(=O)NCC(O)COc1ccc(I)cc1)c1ccccc1,OCNT-2432843,crude,OCNT-2432843,ZZ-002,5.320572103387881,5.606074694738076,0.24142540371853,0.4731937912883189,51.82,Non-volatile,Non-volatile,0.642
333,14021,COC(C)(C(=O)NCc1ccc(C)cc1OCC1CCOC1)c1ccccc1,OCNT-2432857,crude,OCNT-2432857,ZZ-002,5.688246138944246,5.57432744755842,0.1585634931220249,0.3107844465191687,129.99261830659964,Non-volatile,Non-volatile,0.935
346,14034,COC(C)(C(=O)NC1CC(OC(C)(C)C)C1n1cccn1)c1ccccc1,OCNT-2432858,crude,OCNT-2432858,ZZ-002,5.621602099051862,6.223818377006079,0.153884515310163,0.3016136500079195,24.991005037179185,Non-volatile,Non-volatile,0.643
276,13964,COC(C)(C(=O)NCc1cn(C(F)F)c2ccccc12)c1ccccc1,OCNT-2432876,crude,OCNT-2432876,ZZ-002,4.450996737974212,4.908162806568019,0.1802197556308254,0.3532307210364179,34.900683425922225,Non-volatile,Non-volatile,0.53
232,13920,COC(C)(C(=O)NC1(c2cc(Br)ccc2C)CC1)c1ccccc1,OCNT-2432880,crude,OCNT-2432880,ZZ-002,5.567030709125595,5.707135768765924,0.1486891472519062,0.2914307286137361,72.4260733864191,Semi-volatile,Semi-volatile,0.81
304,13992,COC(C)(C(=O)NCc1ccsc1-n1cccc1)c1ccccc1,OCNT-2432885,crude,OCNT-2432885,ZZ-002,5.517126416391246,6.055324300341755,0.148206150499895,0.2904840549797943,28.96023729357063,Non-volatile,Non-volatile,0.922
367,14055,COC(C)(C(=O)NC1(c2nc(C)cc(C(F)F)n2)CCCC1)c1ccccc1,OCNT-2432891,crude,OCNT-2432891,ZZ-002,5.223298816011589,5.576781752735861,0.1528998396537369,0.2996836857213243,44.31156240025535,Semi-volatile,Semi-volatile,0.65
360,14048,COC(C)(C(=O)NCc1nc(-c2cc3ccccc3o2)cs1)c1ccccc1,OCNT-2432893,crude,OCNT-2432893,ZZ-002,3.815308569182401,4.833938900261724,0.2662261764263917,0.5218033057957276,9.580091761420306,Non-volatile,Non-volatile,1.11
335,14023,COC(C)(C(=O)NC(CC(C)C)c1cccc(C#N)c1)c1ccccc1,OCNT-2432896,crude,OCNT-2432896,ZZ-002,5.536107011014093,5.745226373562872,0.1441267554985985,0.2824884407772531,61.784656635184895,Non-volatile,Non-volatile,1.46
233,13921,COC(C)(C(=O)NC1CCc2sccc2NC1=O)c1ccccc1,OCNT-2432897,crude,OCNT-2432897,ZZ-002,5.1605219526258015,5.124489112879189,0.1694069017380416,0.3320375274065616,108.65077782209814,Non-volatile,Non-volatile,0.736
237,13925,COC(C)(C(=O)NCc1cc(Cl)c2cccnc2c1O)c1ccccc1,OCNT-2432898,crude,OCNT-2432898,ZZ-002,3.9355420107730814,4.138255525053279,0.3108613688102987,0.6092882828681855,62.70273517280044,Non-volatile,Non-volatile,0.563
429,14117,COC(C)(C(=O)NCc1cc2c(cc1Br)OC(C)(C)O2)c1ccccc1,OCNT-2432900,crude,OCNT-2432900,ZZ-002,5.373659632624958,5.748304471534431,0.241836121159833,0.4739987974732727,42.20415030846888,Non-volatile,Non-volatile,1.15
314,14002,COC(C)(C(=O)NCc1cc(C(F)(F)F)cc(S(C)(=O)=O)c1)c1ccccc1,OCNT-2432909,crude,OCNT-2432909,ZZ-002,5.38933983691012,5.34427755552754,0.166727153580761,0.3267852210182916,110.93338914135376,Non-volatile,Non-volatile,1.11
302,13990,COC(C)(C(=O)NC1CC2(CC(COCc3ccccc3)C2)C1)c1ccccc1,OCNT-2432917,crude,OCNT-2432917,ZZ-002,5.006563769502388,4.986209599703283,0.2326618184956283,0.4560171642514315,104.79828360603145,Non-volatile,Non-volatile,0.728
454,14142,COC(C)(C(=O)NC1CCS(=O)(=O)c2ccc(Cl)cc21)c1ccccc1,OCNT-2432923,crude,OCNT-2432923,ZZ-002,5.438898616350944,5.325413267616697,0.1470082941423215,0.2881362565189502,129.8629752794583,Non-volatile,Non-volatile,0.699
324,14012,COC(C)(C(=O)NC(C)C1CC2CCC1CC2)c1ccccc1,OCNT-2432931,crude,OCNT-2432931,ZZ-002,5.255707016877324,5.651255071925287,0.1462885351545201,0.2867255289028594,40.220914875735374,Semi-volatile,Semi-volatile,1.11
319,14007,COC(C)(C(=O)NCC(c1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,OCNT-2432969,crude,OCNT-2432969,ZZ-002,5.958607314841775,5.880939147180432,0.1550340369328437,0.3038667123883736,119.58264843843962,Non-volatile,Non-volatile,1.12
357,14045,CNC(=O)COCCNC(=O)C(C)(OC)c1ccccc1,OCNT-2432973,crude,OCNT-2432973,ZZ-002,5.414539270491499,5.579788731534629,0.1809985150390287,0.3547570894764964,68.35189176245211,Non-volatile,Non-volatile,0.526
349,14037,COC(C)(C(=O)NC1(Cc2cccc(Br)c2)CCOC1)c1ccccc1,OCNT-2432985,crude,OCNT-2432985,ZZ-002,5.42712839779952,6.184886012430692,0.1603929026357518,0.3143700891660735,17.467967908034964,Non-volatile,Non-volatile,0.765
250,13938,COC(C)(C(=O)NC(C)c1cnn(-c2ccc(C#N)cc2)c1C)c1ccccc1,OCNT-2432986,crude,OCNT-2432986,ZZ-002,5.031517051446065,4.918645303361635,0.1553968779682964,0.3045778808178611,129.67962562994958,Non-volatile,Non-volatile,0.547
407,14095,COC(C)(C(=O)NC(C)c1ccc(Oc2cccnc2)c(F)c1)c1ccccc1,OCNT-2432987,crude,OCNT-2432987,ZZ-002,5.213248577854439,5.108930450469776,0.2160569432123067,0.4234716086961212,127.15051612386974,Non-volatile,Non-volatile,1.05
392,14080,COC(C)(C(=O)NCc1cc2cc(F)ccc2s1)c1ccccc1,OCNT-2433033,crude,OCNT-2433033,ZZ-002,5.406713932979542,5.682819487661839,0.1624279810233429,0.3183588428057521,52.9534725556089,Non-volatile,Non-volatile,0.624
364,14052,COc1cccc(C(NC(=O)C(C)(OC)c2ccccc2)C2CC2)n1,OCNT-2433037,crude,OCNT-2433037,ZZ-002,5.404503778174426,5.726185890551026,0.1443402424985102,0.2829068752970801,47.67798444640423,Semi-volatile,Semi-volatile,0.85
323,14011,COC(C)(C(=O)NC(c1cnn(-c2ccccc2)c1)C1CCOCC1)c1ccccc1,OCNT-2433041,crude,OCNT-2433041,ZZ-002,5.036684488613889,4.865486863731921,0.1611680980329006,0.3158894721444852,148.3192855709412,Non-volatile,Non-volatile,1.74
365,14053,COC(C)(C(=O)NCc1ccn(CC(C)C)n1)c1ccccc1,OCNT-2433054,crude,OCNT-2433054,ZZ-002,5.06398920428479,4.916112126067958,0.1862155954355622,0.3649825670537019,140.56496157540826,Semi-volatile,Semi-volatile,0.901
242,13930,COC(C)(C(=O)NC[C@H]1Oc2ccc(F)cc2[C@H]1c1ccccc1)c1ccccc1,OCNT-2433063,crude,OCNT-2433063,ZZ-002,5.653647025549361,5.549748313580081,0.2366181328672986,0.4637715404199052,127.02778109928654,Non-volatile,Non-volatile,1.4
296,13984,COC(C)(C(=O)NCCc1nnc(-c2ccccc2)o1)c1ccccc1,OCNT-2433064,crude,OCNT-2433064,ZZ-002,4.505845405981558,4.492447303737007,0.2262876689314499,0.4435238311056418,103.1331071642387,Non-volatile,Non-volatile,1.24
416,14104,COC(C)(C(=O)NC(C)c1cn(C(C)(C)C)nc1C)c1ccccc1,OCNT-2433070,crude,OCNT-2433070,ZZ-002,5.730487055782084,5.662283821909201,0.1444555557838792,0.2831328893364034,117.00468018720748,Semi-volatile,Semi-volatile,0.613
441,14129,COC(C)(C(=O)NCCc1cccc2cnccc12)c1ccccc1,OCNT-2433089,crude,OCNT-2433089,ZZ-002,4.856985199745905,4.854875487386421,0.2857827708907886,0.5601342309459456,100.48696104311654,Non-volatile,Non-volatile,0.743
336,14024,COC(C)(C(=O)NCC(O)(C1CCC(F)(F)CC1)C(F)(F)F)c1ccccc1,OCNT-2433094,crude,OCNT-2433094,ZZ-002,5.628932137728264,6.269882970859544,0.1497045712991374,0.2934209597463094,22.85857572718154,Non-volatile,Non-volatile,0.99
380,14068,COC(C)(C(=O)NC(C)C(=O)N1c2ccccc2CC1C)c1ccccc1,OCNT-2433099,crude,OCNT-2433099,ZZ-002,5.2580609222708015,5.517941126788427,0.1689740975791497,0.3311892312551335,54.96924797316186,Non-volatile,Non-volatile,1.02
264,13952,COc1cc(CNC(=O)C(C)(OC)c2ccccc2)c2ccccc2n1,OCNT-2433101,crude,OCNT-2433101,ZZ-002,4.913640169325252,5.482176629875303,0.1626025609368287,0.3187010194361843,27.00620372223334,Non-volatile,Non-volatile,1.05
331,14019,COC(C)(C(=O)NCCCn1nc2c(c1C(F)(F)F)CCC2)c1ccccc1,OCNT-2433106,crude,OCNT-2433106,ZZ-002,5.7594507517174005,5.932747527356352,0.1477152089741957,0.2895218095894236,67.09701879714251,Semi-volatile,Semi-volatile,0.752
418,14106,COC(C)(C(=O)N[C@@H]1CP(C)(=O)C[C@H]1O)c1ccccc1,OCNT-2433109,crude,OCNT-2433109,ZZ-002,3.4522252946121776,3.210997654533527,0.3185175291548072,0.6242943571434221,174.2720099335096,Non-volatile,Non-volatile,1.05
412,14100,COc1cccc2c1OCC(NC(=O)C(C)(OC)c1ccccc1)C2,OCNT-2433111,crude,OCNT-2433111,ZZ-002,5.651695136951839,5.810961251054381,0.145903551551445,0.2859709610408323,69.30010392517387,Non-volatile,Non-volatile,0.789
325,14013,COC(C)(C(=O)NC(c1ccccc1)C1CC1c1ccncc1)c1ccccc1,OCNT-2433112,crude,OCNT-2433112,ZZ-002,5.200659450546418,5.556726242434681,0.1488418147160743,0.2917299568435058,44.04871140189899,Non-volatile,Non-volatile,0.623
251,13939,COC(C)(C(=O)NC1CC2(CC3CCC2C3)C1)c1ccccc1,OCNT-2433113,crude,OCNT-2433113,ZZ-002,5.419075024324381,5.409949210622129,0.2002388109373239,0.392468069437155,102.1235289408374,Semi-volatile,Semi-volatile,0.839
246,13934,COC(C)(C(=O)NC(c1ccc(F)cc1)c1cccs1)c1ccccc1,OCNT-2433124,crude,OCNT-2433124,ZZ-002,5.480172006224281,6.055288806032542,0.1471331422048823,0.2883809587215693,26.60009576633016,Non-volatile,Non-volatile,0.939
403,14091,COC(C)(C(=O)NC(C)c1ccc2ccn(C)c2c1)c1ccccc1,OCNT-2433126,crude,OCNT-2433126,ZZ-002,5.684029654543083,5.787663511233496,0.1494560640754381,0.2929338855878587,78.77096089966783,Non-volatile,Non-volatile,0.943
425,14113,COC(C)(C(=O)NCc1c(Cl)cccc1-n1ccnc1)c1ccccc1,OCNT-2433129,crude,OCNT-2433129,ZZ-002,5.3655227298392685,5.467009526684251,0.1516579374385513,0.2972495573795605,79.16135204081633,Non-volatile,Non-volatile,0.721
231,13919,COC(C)(C(=O)NCCOc1nc2ccccc2s1)c1ccccc1,OCNT-2433138,crude,OCNT-2433138,ZZ-002,5.607303046740334,5.6051552625147725,0.146675657133866,0.2874842879823774,100.4957704891868,Non-volatile,Non-volatile,0.701
398,14086,CCC(CNC(=O)C(C)(OC)c1ccccc1)Oc1ccccc1Cl,OCNT-2433151,crude,OCNT-2433151,ZZ-002,5.4723700991286615,5.493028411663399,0.1532472793202988,0.3003646674677857,95.3546085153883,Semi-volatile,Semi-volatile,0.827
414,14102,COC(C)(C(=O)NC(CC1CC1)c1ccc(Cl)cn1)c1ccccc1,OCNT-2433165,crude,OCNT-2433165,ZZ-002,5.416801226031377,6.284518833714163,0.1611618528646106,0.3158772316146367,13.5607088688433,Non-volatile,Non-volatile,1.04
259,13947,CCn1nnc(Br)c1CNC(=O)C(C)(OC)c1ccccc1,OCNT-2433169,crude,OCNT-2433169,ZZ-002,5.039053804266168,5.272320877517067,0.1768481934280578,0.3466224591189933,58.44305728393079,Non-volatile,Non-volatile,0.569
239,13927,COC(C)(C(=O)NC(c1oc2ccccc2c1C)C(C)C)c1ccccc1,OCNT-2433177,crude,OCNT-2433177,ZZ-002,5.323306390375134,5.428642154123574,0.1476468638511675,0.2893878531482883,78.4628784238347,Semi-volatile,Semi-volatile,0.929
268,13956,COC(C)(C(=O)NCc1ccc(-c2ccc3c(c2)CCO3)cc1)c1ccccc1,OCNT-2433178,crude,OCNT-2433178,ZZ-002,4.000434511774018,3.855576514195301,0.1960401959386386,0.3842387840397318,139.59118614163123,Non-volatile,Non-volatile,0.552
445,14133,COC(C)(C(=O)NCCn1cnnc1)c1ccccc1,OCNT-2433181,crude,OCNT-2433181,ZZ-002,3.087246696328677,2.993356083646377,0.2472928975296377,0.4846940791580899,124.1339607529035,Non-volatile,Non-volatile,1.63
343,14031,COC(C)(C(=O)N[C@H]1C[C@@H](n2cncn2)C1)c1ccccc1,OCNT-2433182,crude,OCNT-2433182,ZZ-002,3.039053804266169,3.1774608457994447,0.2877185323124118,0.5639283233323272,72.70980140935298,Non-volatile,Non-volatile,1.6
409,14097,COC(C)(C(=O)NC1CC2C=CC1O2)c1ccccc1,OCNT-2433189,crude,OCNT-2433189,ZZ-002,3.826813731587726,3.929567233848443,0.2497172727263281,0.489445854543603,78.9307987526985,Semi-volatile,Semi-volatile,1.21
247,13935,COC(C)(C(=O)NCc1cccc(Oc2ccccc2F)c1)c1ccccc1,OCNT-2433194,crude,OCNT-2433194,ZZ-002,5.424812155072339,5.350521742257076,0.2122679149444654,0.4160451132911523,118.65619371622972,Non-volatile,Non-volatile,0.972
321,14009,COC(C)(C(=O)NC1CC(C)N(c2ccccc2)C1=O)c1ccccc1,OCNT-2433201,crude,OCNT-2433201,ZZ-002,5.394694953858891,5.188474200259087,0.157219327248538,0.3081498814071345,160.77582752264163,Non-volatile,Non-volatile,0.802
244,13932,COc1cc(C(C)NC(=O)C(C)(OC)c2ccccc2)cc2ccccc12,OCNT-2433222,crude,OCNT-2433222,ZZ-002,3.0366844886138886,3.814861782863205,0.3325890102013965,0.651874459994737,16.665667226353243,Semi-volatile,Semi-volatile,1.27
293,13981,CCN(CCN1CC=CC1)C(=O)C(C)(OC)c1ccccc1,OCNT-2433243,crude,OCNT-2433243,ZZ-002,2.987162775294828,3.758727671643455,0.3176406206403858,0.6225756164551562,16.921353708296664,Non-volatile,Non-volatile,1.21
368,14056,COC(C)(C(=O)N1CCN2CCOC3CCCC1C23)c1ccccc1,OCNT-2433249,crude,OCNT-2433249,ZZ-002,2.322393047279507,3.006711256329313,0.6838250260958427,1.3402970511478518,20.686251047026445,Non-volatile,Non-volatile,1.35
369,14057,COC(C)(C(=O)N(C1CC1)[C@@H]1COC[C@H]1O)c1ccccc1,OCNT-2433270,crude,OCNT-2433270,ZZ-002,3.0181813928293364,3.75198352333164,0.6093154045722083,1.1942581929615284,18.458562206808065,Non-volatile,Non-volatile,1.31
260,13948,COC(C)(C(=O)N1CCN(c2cccc3[nH]ncc23)CC1)c1ccccc1,OCNT-2433278,crude,OCNT-2433278,ZZ-002,3.8096683018297086,4.703558641565614,0.2439422507455298,0.4781268114612385,12.767611529721323,Non-volatile,Non-volatile,1.32
337,14025,COC(C)(C(=O)N1C[C@@H]2OC[C@H](CO)[C@@H]2C1)c1ccccc1,OCNT-2433300,crude,OCNT-2433300,ZZ-002,3.9318141382538383,4.4196402134523005,0.1991606236616502,0.3903548223768345,32.52175133314623,Non-volatile,Non-volatile,1.33
230,13918,COC(=O)c1cc(Br)c2c(c1)CN(C(=O)C(C)(OC)c1ccccc1)CCO2,OCNT-2433302,crude,OCNT-2433302,ZZ-002,4.8297382846050425,5.71009292449696,0.1765145700989907,0.3459685573940217,13.171807046243469,Non-volatile,Non-volatile,0.745
437,14125,COC(C)(C(=O)N1CCC[C@H]1C(=O)N=S(C)(C)=O)c1ccccc1,OCNT-2433309,crude,OCNT-2433309,ZZ-002,2.1438755557577,2.337032349759415,0.6422367512394155,1.2587840324292543,64.09781214938292,Non-volatile,Non-volatile,1.31
430,14118,COC(C)(C(=O)N1Cc2n[nH]cc2C1C(N)=O)c1ccccc1,OCNT-2433323,crude,OCNT-2433323,ZZ-002,2.688246138944246,3.3175612761835045,0.4659907621232988,0.9133418937616656,23.479284744950903,Non-volatile,Non-volatile,1.4
