train_id,compound_id,molecule_name,smiles,pec50,counter_pec50,counter_emax,counter_emax_vs_pos_ctrl,log2fc_8_25e_6,log2fc_3_30e_5,logp,tpsa,exactmw,fractioncsp3,hba,hbd,num_heavy_atoms,num_heteroatoms,num_rotatable_bonds,num_rings,num_aromatic_rings,num_bridgehead_atoms,murcko_scaffold,pred,residual,abs_error,member_std,member_range,chemprop_family_mean,non_chemprop_mean,family_gap,abs_family_gap,nn_potent46_tanimoto,is_potent46,high_member_std_top10,high_family_gap_top10,chemprop_family_high_vs_non_top10,chemprop_family_low_vs_non_bottom10,high_abs_error_top10,underpredicted_top10,overpredicted_bottom10,has_counter,counter_above_main,has_single_conc_hi,has_single_conc_lo,single_hi_low,single_lo_low,near_potent46_t04,near_potent46_t03,high_logp_top10,high_mw_top10,high_tpsa_top10
2745,2745,OADMET-0002607,CC(Cc1ccc(NC(=O)c2ccc3[nH]ncc3c2)cc1)C(=O)O,5.08,2.76,1.66,0.75,-0.4358791581342666,-0.63937806823396,3.078399896621704,95.08000183105469,323.1269836425781,0.1666666716337204,6,3,24,6,5,3,3,0,O=C(Nc1ccccc1)c1ccc2[nH]ncc2c1,2.508170446261619,2.571829553738381,2.571829553738381,0.14722412700301712,0.4616727828979492,2.4629286924997964,2.6529974142710366,-0.19006872177124023,0.19006872177124023,0.30985915492957744,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,False,False,False
2075,2075,OADMET-0003295,COc1cc(Cl)ccc1C(=O)N1CCC(c2c[nH]c3ncccc23)CC1,1.73,2.18,1.32,0.599,,,4.244699954986572,58.220001220703125,369.1243896484375,0.30000001192092896,5,1,26,6,3,4,3,0,O=C(c1ccccc1)N1CCC(c2c[nH]c3ncccc23)CC1,4.24452030450395,-2.5145203045039497,2.5145203045039497,0.2003472596086625,0.651947021484375,4.166115601857503,4.428903341293335,-0.262787739435832,0.262787739435832,0.2261904761904762,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False
1602,1602,OADMET-0003785,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,2.02,2.08,1.58,1.66,0.5799353055016062,,8.382100105285645,61.439998626708984,693.2789916992188,0.3333333432674408,5,2,50,11,10,6,4,0,O=C(NC1CCN(CCCCC2c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccccc1,4.507184023070104,-2.4871840230701037,2.4871840230701037,0.343712434923772,1.0477933883666992,4.371440887451172,4.6996409098307295,-0.3282000223795576,0.3282000223795576,0.19090909090909092,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False
2152,2152,OADMET-0003216,COC(=O)c1cc2c(N3CC(C)c4ccc(OC)cc43)ncnc2[nH]1,1.78,2.0,1.05,0.421,,,3.0083000659942627,80.33999633789062,338.13787841796875,0.2777777910232544,7,1,25,7,3,4,3,0,c1ccc2c(c1)CCN2c1ncnc2[nH]ccc12,4.262389468336568,-2.482389468336568,2.482389468336568,0.36740567162498095,1.1866695880889893,4.109428644180298,4.498285969098409,-0.38885732491811087,0.38885732491811087,0.20689655172413793,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2602,2602,OADMET-0002753,CCc1cc(N2CCC(Nc3ncnc4c(C)cccc34)CC2)ncn1,6.15,6.52,1.5,0.77,1.6588076026663403,0.4513158969883545,3.3715200424194336,66.83000183105469,348.20623779296875,0.4000000059604645,6,1,26,6,4,4,3,0,c1ccc2c(NC3CCN(c4ccncn4)CC3)ncnc2c1,3.6923304443220486,2.4576695556779518,2.4576695556779518,0.41562596249311623,1.3502485752105713,3.715291420618693,3.1765729983647666,0.5387184222539263,0.5387184222539263,0.2,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False
3123,3123,OADMET-0002026,O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1,1.95,,,,,,4.434899806976318,20.309999465942383,313.12335205078125,0.31578946113586426,2,0,22,3,3,3,2,0,O=C(c1ccccc1)N1CCC(Cc2ccccc2)CC1,4.358593483110075,-2.4085934831100753,2.4085934831100753,0.33733371172987103,1.2269930839538574,4.366739114125569,4.4897087415059405,-0.1229696273803711,0.1229696273803711,0.2537313432835821,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3225,3225,OADMET-0001920,Cc1ccccc1C(=O)N1CCc2ccccc2C1,1.78,,,,,,3.1935200691223145,20.309999465942383,251.13101196289062,0.23529411852359772,2,0,19,2,1,3,2,0,O=C(c1ccccc1)N1CCc2ccccc2C1,4.158489826813485,-2.3784898268134844,2.3784898268134844,0.32457154256578136,0.7989809513092041,4.020666758219401,4.492979009946187,-0.4723122517267857,0.4723122517267857,0.22388059701492538,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
4046,4046,OADMET-0001021,CCSc1nnc(-c2ccccc2NC(=O)c2csnn2)c(=O)[nH]1,1.62,,,,,,2.0476999282836914,113.5199966430664,360.04632568359375,0.1428571492433548,8,2,24,10,5,3,3,0,O=C(Nc1ccccc1-c1nnc[nH]c1=O)c1csnn1,3.968063614322144,-2.348063614322144,2.348063614322144,0.26211134330669056,0.9132859706878662,3.934683322906494,3.995040853818258,-0.06035753091176366,0.06035753091176366,0.175,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3177,3177,OADMET-0001972,Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,1.81,,,,,,5.82151985168457,63.689998626708984,485.192626953125,0.3076923191547394,6,1,35,9,5,4,3,0,O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1,4.14090738493262,-2.3309073849326203,2.3309073849326203,0.39715110122032526,1.2436017990112305,4.076943476994832,4.3300290902455645,-0.2530856132507324,0.2530856132507324,0.22772277227722773,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False
2037,2037,OADMET-0003335,Cc1nn(C)c(C)c1C(=O)NCc1c(C)c2ccccc2n1C,1.85,2.28,1.56,0.678,,,2.7670600414276123,51.849998474121094,310.1793518066406,0.3333333432674408,5,1,23,5,3,3,3,0,O=C(NCc1cc2ccccc2[nH]1)c1cn[nH]c1,4.154678157926763,-2.304678157926763,2.304678157926763,0.2911271369617212,0.9062480926513672,4.0644105275472,4.465278625488281,-0.400868097941081,0.400868097941081,0.20987654320987653,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2770,2770,OADMET-0002582,OC1(CNc2ncnc3ccc(F)cc23)CCCCCC1,1.75,2.57,1.17,0.433,,,3.2660999298095703,58.040000915527344,289.1590270996094,0.5,4,2,21,5,3,3,2,0,c1ccc2c(NCC3CCCCCC3)ncnc2c1,4.047684756181773,-2.2976847561817726,2.2976847561817726,0.4204610315419411,1.1491284370422363,3.8283024628957114,4.6488321622212725,-0.8205296993255611,0.8205296993255611,0.1875,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
1658,1658,OADMET-0003726,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.98,2.13,1.58,1.16,0.1788933553481026,,5.037700176239014,77.98999786376953,449.1185302734375,0.3333333432674408,6,3,30,9,5,4,3,0,c1ccc(COc2cncc(-c3cnn(C4CCNCC4)c3)c2)cc1,4.276344066684686,-2.296344066684686,2.296344066684686,0.34385627509168176,1.1792731285095215,4.315987904866536,4.161226550738017,0.1547613541285191,0.1547613541285191,0.2159090909090909,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,False
2344,2344,OADMET-0003017,CC(CC(=O)NCc1ccc(C(=O)Nc2ccncc2)cc1)C1CCCCC1,6.205,2.7,1.21,0.77,0.9810260270384856,0.2950289549922071,4.556600093841553,71.08999633789062,379.2259826660156,0.43478259444236755,5,2,28,5,7,3,2,0,O=C(CCC1CCCCC1)NCc1ccc(C(=O)Nc2ccncc2)cc1,3.9094469994017222,2.295553000598278,2.295553000598278,0.5083231857604166,1.432243824005127,3.7283711433410645,4.378146131833394,-0.6497749884923296,0.6497749884923296,1.0,True,True,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False
3215,3215,OADMET-0001931,O=C(c1ccc(Cl)c([N+](=O)[O-])c1)N1CCN(c2ccccc2F)CC1,1.97,,,,,,3.3496999740600586,66.69000244140625,363.0785827636719,0.23529411852359772,6,0,25,8,3,3,2,0,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,4.232766857424986,-2.262766857424986,2.262766857424986,0.24385890490600007,0.8921256065368652,4.185131231943767,4.569061199824016,-0.383929967880249,0.383929967880249,0.20512820512820512,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2066,2066,OADMET-0003305,O=C(Nc1ccc(C(F)(F)F)nn1)Nc1cc(CC2CCCCC2)n[nH]1,1.83,1.81,1.57,0.779,-0.4440225987053206,,3.985300064086914,95.58999633789062,368.1572570800781,0.5,7,3,26,10,4,3,2,0,O=C(Nc1cccnn1)Nc1cc(CC2CCCCC2)n[nH]1,4.083354744633425,-2.253354744633425,2.253354744633425,0.48125078956532036,1.4020986557006836,4.007784207661946,4.814545710881551,-0.8067615032196045,0.8067615032196045,0.19753086419753085,False,True,True,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False
3829,3829,OADMET-0001239,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,7.54855421686747,,,,,,4.756400108337402,57.61000061035156,481.0394287109375,0.29411765933036804,4,1,31,14,5,2,2,0,O=S(=O)(Nc1ccccc1)c1ccccc1,5.307190458519944,2.241363758347526,2.241363758347526,0.2209238580776391,0.6431832313537598,5.334789594014485,5.158188422520955,0.17660117149353027,0.17660117149353027,0.18421052631578946,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
2275,2275,OADMET-0003089,O=C(Cn1c(=O)oc2ccc(F)cc21)N1CCC(C(=O)N2CCCC2)CC1,2.08,2.51,1.59,1.16,,,1.594599962234497,75.76000213623047,375.159423828125,0.5263158082962036,7,0,27,8,3,4,2,0,O=C(Cn1c(=O)oc2ccccc21)N1CCC(C(=O)N2CCCC2)CC1,4.287756671720338,-2.207756671720338,2.207756671720338,0.1687378779727788,0.5906124114990234,4.299368699391683,4.155262629191081,0.14410607020060162,0.14410607020060162,0.2564102564102564,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2702,2702,OADMET-0002650,CCc1c[nH]c2ncnc(N3CCCC(n4cc(C)cn4)C3)c12,1.75,2.81,1.38,0.6,,,2.866719961166382,62.630001068115234,310.1905822753906,0.47058823704719543,6,1,23,6,3,4,3,0,c1cnn(C2CCCN(c3ncnc4[nH]ccc34)C2)c1,3.936337051229569,-2.186337051229569,2.186337051229569,0.28757179283817014,1.0255985260009766,3.8451732794443765,4.233348925908406,-0.3881756464640298,0.3881756464640298,0.2375,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
1815,1815,OADMET-0003563,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,6.09,1.96,1.67,1.83,,,0.5550000071525574,34.029998779296875,190.11061096191406,0.5454545617103577,3,1,14,3,0,3,1,2,O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,3.926553197045928,2.1634468029540717,2.1634468029540717,0.905114667150192,2.7291698455810547,3.969544251759847,2.749443014462789,1.220101237297058,1.220101237297058,1.0,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False
3683,3683,OADMET-0001398,Cc1ccc(NC(=O)c2nc(-c3cn(-c4ccc(C)cc4)nn3)no2)cc1,1.66,,,,,,3.1864399909973145,98.7300033569336,360.13348388671875,0.10526315867900848,8,1,27,8,4,4,4,0,O=C(Nc1ccccc1)c1nc(-c2cn(-c3ccccc3)nn2)no1,3.8176468822562577,-2.157646882256258,2.157646882256258,0.4618583660402271,1.2769036293029785,3.8524882793426514,4.0466318527857466,-0.19414357344309519,0.19414357344309519,0.19480519480519481,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2680,2680,OADMET-0002672,CNS(=O)(=O)c1csc(C(=O)Nc2ccc(Oc3ccccc3Cl)cc2)c1,1.72,2.01,1.6,0.763,,-0.2350849414589407,4.3541998863220215,84.5,422.01617431640625,0.0555555559694767,6,2,27,9,6,3,3,0,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccs1,3.8721845501834906,-2.152184550183491,2.152184550183491,0.42747126706286925,1.4869723320007324,3.9336929321289062,4.219731330871582,-0.2860383987426758,0.2860383987426758,0.22535211267605634,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False
3394,3394,OADMET-0001714,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(N3CCc4sccc4C3)cc2)c1,1.72,,,,,,4.687600135803223,61.439998626708984,403.13543701171875,0.1304347813129425,5,2,29,6,5,4,3,0,O=C(Nc1ccc(N2CCc3sccc3C2)cc1)c1ccccc1,3.8408748057282085,-2.1208748057282083,2.1208748057282083,0.37773174808585863,1.0511038303375244,3.9834441343943277,3.759851813316345,0.22359232107798244,0.22359232107798244,0.19540229885057472,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3397,3397,OADMET-0001711,C=CC(=O)N(C)CC(=O)N1CCN(Cc2cc3c(s2)CCCC3)CC1,1.62,,,,,,1.9155000448226929,43.86000061035156,361.1824035644531,0.5789473652839661,5,0,25,6,5,3,1,0,c1c(CN2CCNCC2)sc2c1CCCC2,3.7197718576320162,-2.099771857632016,2.099771857632016,0.21850779654457111,0.6838774681091309,3.7005181312561035,3.8112817207972207,-0.1107635895411172,0.1107635895411172,0.2345679012345679,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1699,1699,OADMET-0003684,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,1.98,1.83,1.4,0.94,,,5.308239936828613,12.050000190734863,382.227783203125,0.19230769574642181,3,0,29,3,4,4,4,0,C(=C\c1ccc2ccccc2[nH+]1)/c1ccn(-c2ccccc2)c1,4.066256564450495,-2.0862565644504953,2.0862565644504953,0.3432162394446494,1.2997968196868896,4.061679363250732,4.25612485408783,-0.19444549083709717,0.19444549083709717,0.12222222222222222,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False
2728,2728,OADMET-0002624,NC(=O)c1cc(C(=O)Nc2nc(-c3ccc4c(c3)OCO4)cs2)nn1-c1ccccc1,1.74,2.2,1.59,0.697,-0.3267011651171298,,3.075700044631958,121.36000061035156,433.08447265625,0.0476190485060215,9,3,31,10,5,5,4,0,O=C(Nc1nc(-c2ccc3c(c2)OCO3)cs1)c1ccn(-c2ccccc2)n1,3.823892168628359,-2.083892168628359,2.083892168628359,0.3781109613049945,1.148930549621582,3.830231189727783,4.252078692118327,-0.4218475023905439,0.4218475023905439,0.18681318681318682,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True
2730,2730,OADMET-0002622,COc1ccc2[nH]cc(C3CCN(c4ncnc5[nH]ncc45)CC3)c2c1,5.52,1.87,1.58,0.691,1.180677956393072,1.0548295262066074,3.226799964904785,82.72000122070312,348.16986083984375,0.31578946113586426,7,2,26,7,3,5,4,0,c1ccc2c(C3CCN(c4ncnc5[nH]ncc45)CC3)c[nH]c2c1,3.445829653971403,2.0741703460285965,2.0741703460285965,0.39458573603507074,1.268090009689331,3.5236027240753174,2.9359378019968667,0.5876649220784507,0.5876649220784507,0.2,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False
1733,1733,OADMET-0003649,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,6.69,2.0,1.67,1.91,1.829591975394224,1.3012981869829368,4.33542013168335,220.14999389648438,822.4051513671875,0.5348837375640869,16,6,59,16,4,6,2,5,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c(C=NN5CCNCC5)cc4c3C2=O)N1,4.624816085296928,2.0651839147030726,2.0651839147030726,0.736286816784999,2.5648043155670166,4.7535654703776045,3.663930575052897,1.0896348953247075,1.0896348953247075,1.0,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True
2281,2281,OADMET-0003083,Cc1ccc(-n2[nH]c(C(=O)NC(C)(C)C(C)(C)O)cc2=O)cc1,1.76,2.09,1.58,1.15,,,1.7533199787139893,87.12000274658203,317.1739501953125,0.4117647111415863,6,3,23,6,4,2,2,0,O=c1cc[nH]n1-c1ccccc1,3.7866266171909073,-2.0266266171909075,2.0266266171909075,0.4265737682983414,1.3048176765441895,3.7662172317504883,4.158457159996033,-0.39223992824554443,0.39223992824554443,0.17105263157894737,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2521,2521,OADMET-0002836,Cc1nccc(N(CCC2CCCC2(F)F)Cc2c(C)cnn2C)n1,2.91,2.08,1.02,0.432,,,3.6590399742126465,46.84000015258789,349.2077941894531,0.6111111044883728,5,0,25,7,6,3,2,0,c1cc(N(CCC2CCCC2)Cc2ccn[nH]2)ncn1,4.9235147003988615,-2.0135147003988614,2.0135147003988614,0.1401609582117358,0.46588134765625,4.96246353785197,4.908283154169719,0.05418038368225098,0.05418038368225098,0.18888888888888888,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
2132,2132,OADMET-0003236,COc1ccc2nccc(N3CCCC(N4CCNC4=O)C3)c2c1,1.77,1.98,1.29,0.567,,,2.2374000549316406,57.70000076293945,326.1742858886719,0.4444444477558136,6,1,24,6,3,4,2,0,O=C1NCCN1C1CCCN(c2ccnc3ccccc23)C1,3.7572976893591647,-1.9872976893591647,1.9872976893591647,0.3224682095847154,0.9305324554443359,3.848360459009806,3.7295710245768228,0.1187894344329834,0.1187894344329834,0.25882352941176473,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2670,2670,OADMET-0002682,CCn1cc(-c2nc(-c3ccc(N4CCCCC4)nc3)no2)cn1,2.42,3.19,1.04,0.395,,,3.0053000450134277,72.87000274658203,324.16986083984375,0.4117647111415863,7,0,24,7,4,4,3,0,c1cc(N2CCCCC2)ncc1-c1noc(-c2cn[nH]c2)n1,4.401617325162425,-1.981617325162425,1.981617325162425,0.5381349870807347,1.502638816833496,4.534927050272624,4.022766590118408,0.5121604601542158,0.5121604601542158,0.17857142857142858,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False
2657,2657,OADMET-0002695,Cn1cc(Cl)c(C(=O)Nc2nc(-c3ccccn3)nc3sccc23)n1,2.69,1.95,1.58,0.749,,,3.3924999237060547,85.58999633789062,370.04034423828125,0.0625,7,1,25,9,3,4,4,0,O=C(Nc1nc(-c2ccccn2)nc2sccc12)c1cc[nH]n1,4.654268390924027,-1.9642683909240275,1.9642683909240275,0.21760956927858022,0.6596269607543945,4.658321221669515,4.492515881856282,0.16580533981323242,0.16580533981323242,0.20930232558139536,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
3208,3208,OADMET-0001938,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,2.19,,,,,,4.0899200439453125,20.309999465942383,293.177978515625,0.3499999940395355,2,0,22,2,3,3,2,0,O=C(c1ccccc1)N1CCC(Cc2ccccc2)CC1,4.152817229391301,-1.9628172293913013,1.9628172293913013,0.42238584034158727,1.3462800979614258,4.105027834574382,4.426336606343587,-0.32130877176920514,0.32130877176920514,0.22972972972972974,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
3463,3463,OADMET-0001634,C=CC(=O)N1CCC(C(=O)Nc2cnn(-c3cnc4ccccc4n3)c2)CC1,4.83,,,,,,2.1786000728607178,93.01000213623047,376.1647644042969,0.25,8,1,28,8,4,4,3,0,O=C(Nc1cnn(-c2cnc3ccccc3n2)c1)C1CCNCC1,2.882477366229863,1.947522633770137,1.947522633770137,0.10393154285071336,0.3070943355560303,2.8849425315856934,2.9176867405573526,-0.032744208971659194,0.032744208971659194,0.22448979591836735,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
