train_id,compound_id,molecule_name,smiles,pec50,counter_pec50,counter_emax,counter_emax_vs_pos_ctrl,log2fc_8_25e_6,log2fc_3_30e_5,logp,tpsa,exactmw,fractioncsp3,hba,hbd,num_heavy_atoms,num_heteroatoms,num_rotatable_bonds,num_rings,num_aromatic_rings,num_bridgehead_atoms,murcko_scaffold,pred,residual,abs_error,member_std,member_range,chemprop_family_mean,non_chemprop_mean,family_gap,abs_family_gap,nn_potent46_tanimoto,is_potent46,high_member_std_top10,high_family_gap_top10,chemprop_family_high_vs_non_top10,chemprop_family_low_vs_non_bottom10,high_abs_error_top10,underpredicted_top10,overpredicted_bottom10,has_counter,counter_above_main,has_single_conc_hi,has_single_conc_lo,single_hi_low,single_lo_low,near_potent46_t04,near_potent46_t03,high_logp_top10,high_mw_top10,high_tpsa_top10
11,11,OADMET-0006079,CN(CC1CCCCC1O)C(=O)NCC1CCN(CC(F)(F)F)CC1,5.3,2.45,1.58,0.944,0.85814088875452,1.5225820699943091,2.453200101852417,55.810001373291016,365.22900390625,0.9411764740943909,5,2,25,8,5,2,0,0,O=C(NCC1CCCCC1)NCC1CCNCC1,4.297145193525888,1.0028548064741116,1.0028548064741116,0.37976193197718106,1.2699012756347656,4.363282044728597,4.06429135799408,0.2989906867345171,0.2989906867345171,0.1686746987951807,False,True,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False
12,12,OADMET-0006078,CCCOc1ccc(S(=O)(=O)Nc2noc(Cc3ccccc3)n2)cc1,4.19,4.17,1.24,0.579,0.1886299671590788,1.7737894786978778,3.25,94.31999969482422,373.109619140625,0.2222222238779068,7,1,26,8,8,3,3,0,O=S(=O)(Nc1noc(Cc2ccccc2)n1)c1ccccc1,4.696259829141561,-0.5062598291415608,0.5062598291415608,0.19050968954716693,0.5735640525817871,4.609898408253987,4.956225395202637,-0.3463269869486494,0.3463269869486494,0.2077922077922078,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False
13,13,OADMET-0006077,COCC(NC(=O)c1cc(S(=O)(=O)N(C)C)c[nH]1)c1cccc(Br)c1,5.07,2.48,1.58,0.944,0.6508446173884229,1.2228956962378643,2.1449999809265137,91.5,429.0357971191406,0.3125,7,2,25,9,7,2,2,0,O=C(NCc1ccccc1)c1ccc[nH]1,4.932847224624412,0.13715277537558812,0.13715277537558812,0.2525860606398576,0.7878561019897461,4.975714683532715,4.798259258270264,0.17745542526245117,0.17745542526245117,0.18823529411764706,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
14,14,OADMET-0006076,Cc1ccc(NCc2cccc3ccccc23)cc1-n1cnnn1,5.12,2.33,1.07,0.515,,,3.736020088195801,55.630001068115234,315.1484069824219,0.10526315867900848,5,1,24,5,4,4,4,0,c1cc(NCc2cccc3ccccc23)cc(-n2cnnn2)c1,4.951163871542921,0.1688361284570794,0.1688361284570794,0.12595728742854934,0.43474769592285156,4.962443510691325,4.860045750935872,0.10239775975545307,0.10239775975545307,0.19047619047619047,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
15,15,OADMET-0006075,O=C(Cc1cc2cc(Cl)ccc2[nH]1)N[C@H]1CCCc2cccnc21,5.03,3.82,1.35,0.74,0.8902358031395418,1.638588739562039,3.9526000022888184,57.779998779296875,339.11383056640625,0.2631579041481018,4,2,24,5,3,4,3,0,O=C(Cc1cc2ccccc2[nH]1)N[C@H]1CCCc2cccnc21,5.096988696496464,-0.06698869649646344,0.06698869649646344,0.08798291360182983,0.28499889373779297,5.101953824361165,5.096747239430745,0.005206584930419922,0.005206584930419922,0.2247191011235955,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
16,16,OADMET-0006074,Cc1ccc(C)c(S(=O)(=O)NCC(=O)N2CCC(C3CCCO3)C2)c1,5.14,1.88,1.57,0.936,0.5469948537137179,1.3426690104640002,1.6092400550842285,75.70999908447266,366.16131591796875,0.6111111044883728,6,1,25,7,5,3,1,0,O=C(CNS(=O)(=O)c1ccccc1)N1CCC(C2CCCO2)C1,4.812422119298027,0.32757788070197247,0.32757788070197247,0.20346881497395108,0.656609058380127,4.738903204600017,4.991014877955119,-0.25211167335510254,0.25211167335510254,0.3246753246753247,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
17,17,OADMET-0006073,O=C(CNS(=O)(=O)c1ccccc1F)N1C[C@H]2C[C@H](c3ccccc3)[C@H]2C1,5.07,3.36,1.46,0.831,,,2.3661000728607178,66.4800033569336,388.1257019042969,0.3499999940395355,5,1,27,7,5,4,2,0,O=C(CNS(=O)(=O)c1ccccc1)N1C[C@H]2C[C@H](c3ccccc3)[C@H]2C1,4.96761873347088,0.10238126652911994,0.10238126652911994,0.20928869261893013,0.6588077545166016,4.898348172505696,5.168250719706218,-0.2699025472005214,0.2699025472005214,0.24050632911392406,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18,18,OADMET-0006072,Cc1nocc1Cc1noc(-c2cccn(CC(C)C)c2=O)n1,5.44,2.91,1.62,0.875,0.4534440208527669,1.230034209160781,2.4415199756622314,86.94999694824219,314.13787841796875,0.375,7,0,23,7,5,3,3,0,O=c1[nH]cccc1-c1nc(Cc2cnoc2)no1,4.589268830447521,0.8507311695524793,0.8507311695524793,0.11484975804869803,0.2929973602294922,4.569409370422363,4.68621810277303,-0.11680873235066702,0.11680873235066702,0.2077922077922078,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False
19,19,OADMET-0006071,Cc1cc(F)ccc1Cc1noc(C2CCc3nccn3C2)n1,3.96,1.93,1.57,0.93,0.4924833332989108,1.0522802861577922,3.0344200134277344,56.7400016784668,312.1386413574219,0.3529411852359772,5,0,23,6,3,4,3,0,c1ccc(Cc2noc(C3CCc4nccn4C3)n2)cc1,4.430676397536565,-0.47067639753656465,0.47067639753656465,0.16641310755603117,0.5453090667724609,4.428777694702148,4.344651937484741,0.08412575721740723,0.08412575721740723,0.20454545454545456,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
20,20,OADMET-0006070,COC(c1noc(Cc2cc(C)on2)n1)c1ccccc1Cl,4.36,4.28,1.01,0.466,,,3.346019983291626,74.18000030517578,319.0723571777344,0.2666666805744171,6,0,22,7,5,3,3,0,c1ccc(Cc2noc(Cc3ccon3)n2)cc1,4.768671358210369,-0.40867135821036893,0.40867135821036893,0.10347933516567492,0.3413829803466797,4.794588406880696,4.780566136042277,0.014022270838419004,0.014022270838419004,0.1951219512195122,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,21,OADMET-0006069,CC(C)Oc1ccccc1CC(=O)NC1CCN(Cc2ccccc2)C1=O,5.19,3.18,1.82,1.06,0.8942069323252083,1.2166797424013456,2.9335999488830566,58.63999938964844,366.1943359375,0.3636363744735718,5,1,27,5,7,3,2,0,O=C(Cc1ccccc1)NC1CCN(Cc2ccccc2)C1=O,4.994396677526455,0.19560332247354495,0.19560332247354495,0.06693921981112728,0.21143245697021484,4.999274094899495,5.001029094060262,-0.0017549991607666016,0.0017549991607666016,0.23076923076923078,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
22,22,OADMET-0006068,O=C1CCCN1[C@H]1CCCC[C@H]1c1nc(-c2cnn(CCF)c2)no1,4.76,2.94,1.62,0.868,,,2.5511999130249023,77.05000305175781,347.1757507324219,0.6470588445663452,7,0,25,8,5,4,2,0,O=C1CCCN1[C@H]1CCCC[C@H]1c1nc(-c2cn[nH]c2)no1,4.674756105663707,0.0852438943362932,0.0852438943362932,0.07697029567902167,0.2394852638244629,4.683201630910237,4.694148937861125,-0.010947306950887636,0.010947306950887636,0.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23,23,OADMET-0006067,COc1cc(NCCNC(=O)c2cnn3c2NCCC3)cc(OC)c1,4.74,5.02,1.03,0.486,0.6222860855803778,1.0362060254230137,1.557800054550171,89.44000244140625,345.1800842285156,0.4117647111415863,8,3,25,8,7,3,2,0,O=C(NCCNc1ccccc1)c1cnn2c1NCCC2,4.493426974768777,0.24657302523122304,0.24657302523122304,0.4754002729858827,1.726606845855713,4.532858848571777,4.344872077306111,0.187986771265666,0.187986771265666,0.2804878048780488,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
24,24,OADMET-0006066,O=C(NCc1c[nH]c(=O)c2ccccc12)N1CC2(CC=CC2)C1c1ccccc1,5.02,3.18,1.82,1.13,,,4.13100004196167,65.19999694824219,385.17901611328125,0.25,5,2,29,5,3,5,3,0,O=C(NCc1c[nH]c(=O)c2ccccc12)N1CC2(CC=CC2)C1c1ccccc1,4.9797784309942745,0.040221569005725044,0.040221569005725044,0.10294672224062226,0.34368085861206055,4.998376369476318,5.070025205612183,-0.07164883613586426,0.07164883613586426,0.17647058823529413,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
25,25,OADMET-0006065,Cc1cc(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CC3(CCC3)C2)c(C)cc1Cl,5.2,1.84,1.57,0.932,,,3.962440013885498,40.619998931884766,386.1761169433594,0.6363636255264282,4,0,27,5,2,5,1,2,O=C(c1ccccc1)N1C[C@@H]2C[C@H]1CN2C(=O)C1CC2(CCC2)C1,5.211284876101225,-0.011284876101225194,0.011284876101225194,0.16967148030149926,0.4977388381958008,5.1619588534037275,5.353882710138957,-0.1919238567352295,0.1919238567352295,0.19318181818181818,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26,26,OADMET-0006064,CC(C)(C)OC(=O)N1CC2(CCCC2)CCC1CN1CCCN(C(N)=O)CC1,4.61,2.71,1.62,0.98,0.4791837909277318,1.1061929730871014,3.0327000617980957,79.11000061035156,394.2944030761719,0.9047619104385376,7,2,28,7,2,3,0,0,C1CNCCN(CC2CCC3(CCCC3)CN2)C1,4.789859714785826,-0.17985971478582563,0.17985971478582563,0.3678135566551521,1.2079875469207764,4.798384030659993,4.677882075309753,0.12050195535023978,0.12050195535023978,0.2948717948717949,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
27,27,OADMET-0006063,CCc1nn(Cc2cccc3c2CCOC3)c(=O)c(C#N)c1CC,5.44,1.99,1.57,0.89,0.6914223735549365,1.0190950985374174,2.3607800006866455,67.91000366210938,323.16339111328125,0.42105263471603394,5,0,24,5,4,3,2,0,O=c1cccnn1Cc1cccc2c1CCOC2,5.057923543568954,0.3820764564310464,0.3820764564310464,0.17369506263223145,0.6910114288330078,5.048487663269043,5.064274867375691,-0.015787204106648467,0.015787204106648467,0.21794871794871795,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
28,28,OADMET-0006062,O=C(NS(=O)(=O)C1C[C@@H]2CC[C@H]1C2)c1cnc2ccccc2c1,4.81,3.97,1.61,0.925,0.5327916958769751,1.1943012003202855,2.4830000400543213,76.12999725341797,330.10382080078125,0.4117647111415863,5,1,23,6,3,4,2,2,O=C(NS(=O)(=O)C1C[C@@H]2CC[C@H]1C2)c1cnc2ccccc2c1,4.79543050840063,0.014569491599369933,0.014569491599369933,0.1839249452345991,0.5286149978637695,4.749892234802246,4.8411933581034345,-0.09130112330118845,0.09130112330118845,0.21505376344086022,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
29,29,OADMET-0006061,Cc1nccn1-c1ncccc1CNC1CCCc2ccc(F)cc21,4.69,3.9,1.44,0.727,0.6652759117392002,1.0320197142580252,3.8820199966430664,42.7400016784668,336.1750183105469,0.30000001192092896,4,1,25,5,4,4,3,0,c1ccc2c(c1)CCCC2NCc1cccnc1-n1ccnc1,4.790149437339561,-0.10014943733956017,0.10014943733956017,0.1399917566987276,0.5082993507385254,4.804017384847005,4.761831363042195,0.04218602180480957,0.04218602180480957,0.20224719101123595,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
30,30,OADMET-0006060,CCn1ccnc1[C@H]1OCCC[C@@H]1NC(=O)c1ccc(Br)o1,4.87,3.14,1.73,0.97,0.5434692969579309,1.3892654743724575,2.908600091934204,69.29000091552734,367.05316162109375,0.46666666865348816,6,1,22,7,4,3,2,0,O=C(N[C@H]1CCCO[C@@H]1c1ncc[nH]1)c1ccco1,4.8475629003302565,0.02243709966974361,0.02243709966974361,0.18111797242963154,0.5265741348266602,4.878866990407308,4.774118423461914,0.10474856694539358,0.10474856694539358,0.32098765432098764,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
31,31,OADMET-0006059,CCC(=O)NC(C(=O)N1CC=C(c2cccs2)CC1)c1ccccc1,4.45,4.97,0.834,0.363,0.7672916066186224,1.497632474587425,3.6312999725341797,49.40999984741211,354.14019775390625,0.30000001192092896,4,1,25,5,5,3,2,0,O=C(Cc1ccccc1)N1CC=C(c2cccs2)CC1,4.859142474294866,-0.4091424742948657,0.4091424742948657,0.1233277008866913,0.42628049850463867,4.908649603525798,4.759692907333374,0.1489566961924238,0.1489566961924238,0.19387755102040816,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False
32,32,OADMET-0006058,O=C(NC1(c2c(F)cccc2F)CCC1)C1CNCc2ccccc21,5.26,2.88,1.59,0.952,0.7074570056551884,1.5737684466226318,3.3471999168395996,41.130001068115234,342.15435791015625,0.3499999940395355,3,2,25,5,3,4,2,0,O=C(NC1(c2ccccc2)CCC1)C1CNCc2ccccc21,5.12325631507392,0.13674368492607947,0.13674368492607947,0.12101230091444029,0.39707231521606445,5.093790213267009,5.143904209136963,-0.05011399586995413,0.05011399586995413,0.34782608695652173,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
33,33,OADMET-0006057,CCOc1ccc(C(=O)N(C)CCc2ccc(O)c(OC)c2)cc1C,4.48,3.26,1.56,0.921,0.6342717024297614,1.598909839017218,3.4226200580596924,59.0,343.1783447265625,0.3499999940395355,5,1,25,5,7,2,2,0,O=C(NCCc1ccccc1)c1ccccc1,4.772500274482283,-0.29250027448228266,0.29250027448228266,0.06438890155614577,0.20535659790039062,4.777825355529785,4.797910292943318,-0.020084937413533233,0.020084937413533233,0.25,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
34,34,OADMET-0006056,COC(=O)[C@H]1[C@H]2CC[C@H]2CN1C(=O)CCc1n[nH]c2ccccc12,4.58,3.54,1.59,0.848,,,1.905500054359436,75.29000091552734,327.1582946777344,0.5,6,1,24,6,4,4,2,0,O=C(CCc1n[nH]c2ccccc12)N1C[C@H]2CC[C@H]2C1,4.811264667233217,-0.2312646672332166,0.2312646672332166,0.11945325428837812,0.35766124725341797,4.798178990681966,4.839935859044393,-0.04175686836242676,0.04175686836242676,0.2261904761904762,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35,35,OADMET-0006055,CC(C)Cn1cc(C(=O)N2CCCC2c2ccc3c(c2)OCO3)cn1,4.95,1.89,1.57,0.934,0.8183116178878942,1.2346740149859268,3.2451000213623047,56.59000015258789,341.1739501953125,0.4736842215061188,6,0,25,6,4,4,2,0,O=C(c1cn[nH]c1)N1CCCC1c1ccc2c(c1)OCO2,5.125905631815345,-0.17590563181534513,0.17590563181534513,0.08258022931344407,0.2452373504638672,5.118022441864014,5.228606939315796,-0.11058449745178223,0.11058449745178223,0.27906976744186046,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
36,36,OADMET-0006054,Cc1cnn(C)c1S(=O)(=O)N(C)CCNc1ccccn1,4.68,3.1,1.67,1.03,0.5528261080205313,1.2559186432758311,0.8561199903488159,80.12000274658203,309.1259460449219,0.38461539149284363,7,1,21,8,6,2,2,0,O=S(=O)(NCCNc1ccccn1)c1ccn[nH]1,4.363397573383109,0.31660242661689075,0.31660242661689075,0.14588468966536883,0.5134785175323486,4.421806971232097,4.214535037676494,0.20727193355560303,0.20727193355560303,0.2682926829268293,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
37,37,OADMET-0006053,Cc1cccc(C2CCCN2C(=O)CCn2c(=O)n(C)c3ccccc32)n1,5.31,2.84,1.64,0.996,0.9535262987215614,1.3466012618956529,2.79721999168396,60.130001068115234,364.1899108886719,0.380952388048172,6,0,27,6,4,4,3,0,O=C(CCn1c(=O)[nH]c2ccccc21)N1CCCC1c1ccccn1,5.205760915302536,0.1042390846974639,0.1042390846974639,0.11168717356239156,0.3860750198364258,5.233328342437744,5.176375548044841,0.05695279439290335,0.05695279439290335,0.2987012987012987,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
38,38,OADMET-0006052,CCN1N=C(c2ccccc2)C(C(=O)Nc2ccccc2F)C1=O,4.6,4.11,1.52,0.884,0.5138756184847343,1.3396088403040725,2.6468000411987305,61.77000045776367,325.1226501464844,0.1666666716337204,5,1,24,6,4,3,2,0,O=C1NN=C(c2ccccc2)C1C(=O)Nc1ccccc1,4.612573633610624,-0.012573633610624135,0.012573633610624135,0.09116703114834053,0.28055477142333984,4.574289162953694,4.716181993484497,-0.1418928305308027,0.1418928305308027,0.21686746987951808,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
39,39,OADMET-0006051,CCCOC1(c2noc(-c3cc(=O)[nH]c(C4CC4)n3)n2)CCCCC1,5.11,1.89,1.58,0.839,0.8560161767641891,1.2033393518258677,3.2832999229431152,93.9000015258789,344.1848449707031,0.6666666865348816,7,1,25,7,6,4,2,0,O=c1cc(-c2nc(C3CCCCC3)no2)nc(C2CC2)[nH]1,5.048821600895483,0.06117839910451739,0.06117839910451739,0.18943957380275783,0.6737298965454102,5.090097586313884,4.893454869588216,0.1966427167256679,0.1966427167256679,0.1702127659574468,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
40,40,OADMET-0006050,O=C1NC(Cc2ccccn2)C(=O)N1CCc1cccc2cccnc12,5.18,3.06,1.66,1.02,,,2.335400104522705,75.19000244140625,346.1429748535156,0.20000000298023224,6,1,26,6,5,4,3,0,O=C1NC(Cc2ccccn2)C(=O)N1CCc1cccc2cccnc12,4.747732037247963,0.4322679627520367,0.4322679627520367,0.08216784387617214,0.29402923583984375,4.723621368408203,4.742362340291341,-0.018740971883137725,0.018740971883137725,0.2857142857142857,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41,41,OADMET-0006049,CC(Sc1nnc(-c2c[nH]c3ccccc23)o1)C(=O)NCC(F)(F)F,4.85,4.84,0.875,0.388,,,3.377000093460083,83.80999755859375,370.0711364746094,0.2666666805744171,6,2,25,10,5,3,3,0,c1ccc2c(-c3nnco3)c[nH]c2c1,4.60705804871124,0.24294195128875984,0.24294195128875984,0.13470868177191883,0.4764742851257324,4.569802125295003,4.740193764368693,-0.17039163907369037,0.17039163907369037,0.18604651162790697,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42,42,OADMET-0006048,CN(C)c1cccc(S(=O)(=O)N2CCN(c3cnccn3)CC2)c1,4.99,3.13,1.69,0.931,0.7349737356190337,1.1477704441445455,1.0535000562667847,69.63999938964844,347.1416015625,0.375,7,0,24,8,4,3,2,0,O=S(=O)(c1ccccc1)N1CCN(c2cnccn2)CC1,4.555954862566828,0.43404513743317263,0.43404513743317263,0.3002394337939486,0.9670534133911133,4.459018071492513,4.419099887212117,0.03991818428039551,0.03991818428039551,0.22784810126582278,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
43,43,OADMET-0006047,COc1ccc(CC(=O)NC(c2ccc(F)c(F)c2)C(C)(C)N2CCCC2)cc1,4.93,4.25,1.13,0.568,0.7516635989440619,1.420482812254809,4.247799873352051,41.56999969482422,402.2118835449219,0.43478259444236755,4,1,29,6,7,3,2,0,O=C(Cc1ccccc1)NC(CN1CCCC1)c1ccccc1,4.961270193451817,-0.03127019345181736,0.03127019345181736,0.1957164009087242,0.6212577819824219,4.89764944712321,5.078669786453247,-0.18102033933003714,0.18102033933003714,0.22093023255813954,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
44,44,OADMET-0006046,CNC(=O)c1ncoc1C1C2CC1N(C(=O)Cc1ccc(Cl)cc1Cl)C2,5.13,4.24,1.06,0.52,0.6714593340628647,1.2587637578138091,2.8980000019073486,75.44000244140625,393.064697265625,0.3888888955116272,6,1,26,8,4,5,2,2,O=C(Cc1ccccc1)N1CC2CC1C2c1cnco1,4.872089025349293,0.25791097465070667,0.25791097465070667,0.15990523050584268,0.5348057746887207,4.86934232711792,4.795530557632446,0.07381176948547363,0.07381176948547363,0.17582417582417584,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
