molecule_name,smiles,pec50,inchikey,chembl_pxr_nn_tanimoto,chembl_pxr_nn_pchembl,chembl_pxr_top5_pchembl,chembl_pxr_has_exact_match,chembl_pxr_covered_t03,chembl_pxr_covered_t04,oof_lgbm,oof_ridge
OADMET-0006056,COC(=O)[C@H]1[C@H]2CC[C@H]2CN1C(=O)CCc1n[nH]c2ccccc12,4.58,RTZOKKJMTNELOI-NVGCLXPQSA-N,0.21212122,5.36,4.835254640458969,False,False,False,4.694000334512786,4.235872028371108
OADMET-0006055,CC(C)Cn1cc(C(=O)N2CCCC2c2ccc3c(c2)OCO3)cn1,4.95,WBHXCPAGPBKGKM-UHFFFAOYSA-N,0.27659574,5.48,4.97370079252983,False,False,False,4.102461330357275,4.557221209483842
OADMET-0006054,Cc1cnn(C)c1S(=O)(=O)N(C)CCNc1ccccn1,4.68,MQTDTRRNDDYNJE-UHFFFAOYSA-N,0.22619048,5.235,5.124320394726159,False,False,False,4.691011228660953,4.354899397384576
OADMET-0006053,Cc1cccc(C2CCCN2C(=O)CCn2c(=O)n(C)c3ccccc32)n1,5.31,KPBVWTBBIZQQMB-UHFFFAOYSA-N,0.225,6.0,5.264651274562786,False,False,False,4.87469666100775,4.395371387356407
OADMET-0006052,CCN1N=C(c2ccccc2)C(C(=O)Nc2ccccc2F)C1=O,4.6,KIIWWHILTDEFGN-UHFFFAOYSA-N,0.24675325,5.1,5.232333430956677,False,False,False,4.75289074199952,4.407224426963635
OADMET-0006051,CCCOC1(c2noc(-c3cc(=O)[nH]c(C4CC4)n3)n2)CCCCC1,5.11,QJMMPBIAVTYHDL-UHFFFAOYSA-N,0.23595506,5.22,4.987093264611056,False,False,False,4.53529976728639,4.346170308711877
OADMET-0006050,O=C1NC(Cc2ccccn2)C(=O)N1CCc1cccc2cccnc12,5.18,IAHAPVYVNHXHIE-UHFFFAOYSA-N,0.22891566,5.3,5.378277375769533,False,False,False,4.725660345858823,4.361184208156693
OADMET-0006049,CC(Sc1nnc(-c2c[nH]c3ccccc23)o1)C(=O)NCC(F)(F)F,4.85,ZERZLZZXKXXCBL-UHFFFAOYSA-N,0.24742268,5.36,5.48574566304056,False,False,False,4.634894239156865,4.510645177352942
OADMET-0006048,CN(C)c1cccc(S(=O)(=O)N2CCN(c3cnccn3)CC2)c1,4.99,VMNRUUOJQZXLAD-UHFFFAOYSA-N,0.20253165,5.025,5.5765089865356545,False,False,False,4.694393224906691,4.270554094534094
OADMET-0006047,COc1ccc(CC(=O)NC(c2ccc(F)c(F)c2)C(C)(C)N2CCCC2)cc1,4.93,PGPIYOCNWBGPND-UHFFFAOYSA-N,0.23809524,5.89,6.049473664162164,False,False,False,5.165773407401378,4.5441083573556185
OADMET-0006046,CNC(=O)c1ncoc1C1C2CC1N(C(=O)Cc1ccc(Cl)cc1Cl)C2,5.13,CPRHBKCTOAWEFB-UHFFFAOYSA-N,0.22077923,4.95,4.899830023826234,False,False,False,4.815070180769229,4.190689853778229
OADMET-0006045,O=C(Cc1noc2ccccc12)NC1CCCN(Cc2ccc(F)cc2F)C1=O,5.42,BKPHMCGRZVPEJP-UHFFFAOYSA-N,0.2,4.89,5.2342473148514905,False,False,False,4.425260025749419,4.1594271467274675
OADMET-0006044,C#CC(C)(C)N1CCN(S(=O)(=O)N2CC3CCC2C3)CC1,4.93,UVHNSQVQSKRJEZ-UHFFFAOYSA-N,0.14516129,5.13,5.528583177958411,False,False,False,3.3542610742999717,3.978869182052783
OADMET-0006043,O=C1CCCN1CC(NCc1n[nH]c2ccccc12)c1ccccc1,4.72,UCRHBKPSFYOVGC-UHFFFAOYSA-N,0.27142859,5.46,5.278179954003345,False,False,False,4.5325119596045385,4.535037205263983
OADMET-0006042,COC1(C)CCCN(C(=O)c2ncccc2NCC2CCC2)CC1,5.24,ZQAKGSVEKPICRX-UHFFFAOYSA-N,0.22352941,4.95,5.440796496464528,False,False,False,4.760893198992671,4.359897521239203
OADMET-0006041,COc1ccc2nc(C(=O)N(C)CCc3ccc(F)cc3)ccc2c1,5.09,HRBHCRJOSKLRMT-UHFFFAOYSA-N,0.23943663,4.95,5.446423939428207,False,False,False,4.576550519606952,4.4178504690248985
OADMET-0006040,CCOC(=O)c1c(NC(=O)CN(C)Cc2ccon2)sc(C(N)=O)c1C,5.3,VUXYZGCEIIUUDZ-UHFFFAOYSA-N,0.21518987,5.565,5.269436625953427,False,False,False,4.84028423061041,4.304640633459602
OADMET-0006039,O=C(c1ccc(-c2nc3ccccc3s2)o1)N1CCCC(N2CCNC2=O)C1,4.18,LDZQHKRZLLIRPS-UHFFFAOYSA-N,0.1923077,5.48,5.101999857760636,False,False,False,4.606436155628502,4.184476025961025
OADMET-0006038,O=C1c2ccccc2CN1CC(=O)N1CCCC1c1nc2ccccc2s1,4.94,SWDXCGHTPLNAIM-UHFFFAOYSA-N,0.1919192,5.48,5.214983050804791,False,False,False,4.847881237610582,4.22683867293461
OADMET-0006037,Cc1cccn2c(=O)cc(Cn3cc(C(O)c4ccccc4)nn3)nc12,4.74,UPVJTKMLEIVOON-UHFFFAOYSA-N,0.23943663,5.06,5.218983124630394,False,False,False,4.704302369173265,4.4111037778038735
OADMET-0006036,CC(C)Cn1cccc(-c2nc(-c3coc(C4CCC4)n3)no2)c1=O,5.2,MNSQIGLUBSMRDU-UHFFFAOYSA-N,0.19587629,4.3,5.347690456315216,False,False,False,4.594738785611876,4.2049294341443675
OADMET-0006035,N#Cc1ccc(CCSc2ccc(C(=O)N3CCCC3)cn2)cc1,5.53,PXDJIFZYVGXGOK-UHFFFAOYSA-N,0.1971831,4.5,5.180164158056782,False,False,False,4.329029161359214,4.216490287816085
OADMET-0006034,CC1(NC(=O)c2ccc(=O)n(-c3ccccc3)n2)CCCCC1,4.93,KCZICMZTYDWCSD-UHFFFAOYSA-N,0.22058824,4.925,5.251865934275706,False,False,False,4.8472850968540255,4.309968959228105
OADMET-0006033,CC1c2c(F)cccc2CCN1C(=O)Nc1ccc(-n2cccn2)nc1,5.14,BAYGUZHFVADHGJ-UHFFFAOYSA-N,0.19354838,5.22,5.2557101974491545,False,False,False,4.7348581309714595,4.196986711934926
OADMET-0006032,CON(C)C(=O)c1cc(-c2cccnc2)nc2c1cnn2Cc1ccco1,4.76,VMXKQIBOTHZOBO-UHFFFAOYSA-N,0.17431192,5.7,4.957265569449557,False,False,False,4.562571017762297,3.96541448007964
OADMET-0006031,CC(C)(C)OC(=O)NCc1cc(-c2nc(-c3cnc4cnccn34)no2)ccn1,4.42,DDVFJGHISNZQGV-UHFFFAOYSA-N,0.20792079,4.3,4.589910300558768,False,False,False,4.766040504134832,4.044498680549857
OADMET-0006030,CC1(C)CN(c2cc(-c3ccccc3)nc3ncnn23)CC2(CCOC2)O1,5.06,DYGIIYMCZAKMPG-UHFFFAOYSA-N,0.18811882,5.24,5.614605157592468,False,False,False,5.075235972169605,4.227101382390534
OADMET-0006029,Cc1c(CNC(=O)C(c2ccccc2)N2CCC(O)CC2)oc2ccc(F)cc12,4.74,WHDXTIYNDFZHQH-UHFFFAOYSA-N,0.23232323,5.8,5.685323295220757,False,False,False,4.830015036954335,4.454672722509887
OADMET-0006028,Cc1cc(C(=O)NC2(c3ccccn3)CC2)nn1-c1cccc(Cl)c1,5.23,IVHIKZSVNCUIHI-UHFFFAOYSA-N,0.3488372,5.8,5.445559795504832,False,True,False,4.7841471714521395,4.456728721057632
OADMET-0006027,COCc1cc(Cn2cc(C34CC5CC(CC(C5)C3)C4)nn2)no1,5.23,WBEWFHFPLNKWBR-UHFFFAOYSA-N,0.16666667,5.47,5.224282107869304,False,False,False,3.5976069027563584,4.070175874655509
OADMET-0006026,O=C(Nc1cc2n(n1)CCCC2)c1cccc(C2CCOC2)c1,4.64,LTMANJCKIQTGMX-UHFFFAOYSA-N,0.19480519,5.16,5.238798149974729,False,False,False,4.387248753407581,4.19349682560601
OADMET-0006025,Cc1conc1CS(=O)(=O)N(C)C(c1ccccc1)C(F)(F)F,5.22,SMJMYQOFLCKRMZ-UHFFFAOYSA-N,0.23076923,8.1,6.437275352981427,False,False,False,4.668620482426422,4.682357733293969
OADMET-0006024,Cc1ccc(N(C)C(=O)[C@H]2C[C@@H]2c2ccc(OC(F)F)cc2)nn1,4.61,POYGBIYUXHAYBE-KGLIPLIRSA-N,0.23880596,5.6,5.186698024720011,False,False,False,4.851305722892032,4.4419741525137795
OADMET-0006023,CCc1ccc(C2COCCN2S(=O)(=O)c2ccc3c(c2)C(C)(C)C(=O)N3)o1,4.98,SZZLKRQAXOFUMK-UHFFFAOYSA-N,0.19767442,7.44,6.430798077404681,False,False,False,4.889891559550988,4.538163075046606
OADMET-0006022,Cn1nccc1C12CCC(C1)C2C(=O)NCCCc1c[nH]nc1C(F)(F)F,4.97,AKPICNNHENFEJI-UHFFFAOYSA-N,0.18604651,4.5,4.506627865526985,False,False,False,4.129759759206907,3.911193305767347
OADMET-0006021,Cc1cccc2cc(C(=O)N3CCCN(S(C)(=O)=O)CC3)oc12,4.93,NWBGOPRZTXBCAE-UHFFFAOYSA-N,0.19318181,6.42,5.771945522654619,False,False,False,4.03819523414536,4.355046168158349
OADMET-0006020,CC1(c2nc(-c3csc(C(F)(F)F)c3)no2)CCNC(=O)C1,5.07,MZKLXLYUAIOWDB-UHFFFAOYSA-N,0.20833333,4.3,4.607006239151814,False,False,False,4.407305563027844,4.139281915590582
OADMET-0006019,O=C(NCCc1c[nH]c2cc(F)ccc12)C1COc2ccccc21,4.73,SGKBXHPHSYQSKW-UHFFFAOYSA-N,0.22988506,4.89,5.196195058181258,False,False,False,4.736470118419133,4.347061583914767
OADMET-0006018,Cc1ccc(CNC(=O)N2CCCN(S(C)(=O)=O)CC2)nc1C,4.63,VVHDDUIJNWYKBB-UHFFFAOYSA-N,0.2,5.16,6.162496659235773,False,False,False,4.858715995063973,4.417245813518376
OADMET-0006017,COc1ccc2nc(CN3CCCC(N4CCCC4=O)CC3)sc2c1,5.16,DHEGFMBLMICECU-UHFFFAOYSA-N,0.2293578,5.89,5.713458921539197,False,False,False,4.962051759534415,4.488350709461744
OADMET-0006016,CC(C)c1ncncc1C(=O)Nc1nc2ccc(S(=O)(=O)N3CCCC3)cc2s1,4.26,MUTOCWGPGGYZQF-UHFFFAOYSA-N,0.1954023,6.0,5.786064939340909,False,False,False,4.6368615559406425,4.355477698214668
OADMET-0006015,CCn1c(=O)[nH]c(=O)c2c(C(=O)Nc3cc(-c4ccco4)nn3C)cc(C3CC3)nc21,4.51,VXLPXEUDXOBHBR-UHFFFAOYSA-N,0.22680412,4.89,4.863183686101242,False,False,False,4.595136667936604,4.284693621029854
OADMET-0006014,Cc1noc(C)c1-c1cn(C(C(=O)N(C)C)c2ccccc2)nn1,5.39,QQKLPEZLVTYEBT-UHFFFAOYSA-N,0.2,5.3,5.087647445920374,False,False,False,4.736229253358419,4.208810997112112
OADMET-0006013,NS(=O)(=O)N1CCCN(c2nc(-c3ccncc3)nc3ccccc23)CC1,4.34,ZQFYYXLJVMCABY-UHFFFAOYSA-N,0.18032786,4.95,5.615389646181913,False,False,False,4.108970172765763,4.230296524672325
OADMET-0006012,CCC(NC(CO)Cc1ccc(F)cc1)c1ccccc1F,4.93,PIYVGEPVPSFHHI-UHFFFAOYSA-N,0.19117647,7.32,6.000740753941315,False,False,False,4.748603913201213,4.364293104965988
OADMET-0006011,c1ccc(-c2cc(NC3COC(C4CC4)C3)n3nccc3n2)cc1,5.11,WEJSVIZWRDHEEW-UHFFFAOYSA-N,0.2962963,4.64,5.1232409887001396,False,False,False,5.127165028506733,4.638942115925086
OADMET-0006010,CCn1c(-c2cc(C)oc2C)nnc1N(C)CCCSC,5.28,ZPLFKRBKLDLARZ-UHFFFAOYSA-N,0.1392405,4.7,5.061347777979893,False,False,False,2.756819913148797,3.8970317048155403
OADMET-0006009,COc1ccc2c(c1)CC(c1nnc(-c3ccccc3F)o1)CO2,4.11,BRJQPXHVMBFKHF-UHFFFAOYSA-N,0.22666667,5.6,5.5965655209704614,False,False,False,4.592425946610566,4.391265928735483
OADMET-0006008,CCc1nocc1Cn1cc(-c2ccccc2OC)nn1,4.81,KTRFMBNZWVWXQT-UHFFFAOYSA-N,0.22972973,5.47,5.860148617733658,False,False,False,4.551299264231339,4.480771406587464
OADMET-0006007,O=C(CN1CCN(C(=O)c2cccc(F)c2)CC1)NCCc1nc2ccccc2s1,4.99,GNBBTCYKQSSFLT-UHFFFAOYSA-N,0.20430107,5.3,5.278700718938746,False,False,False,4.742590234473258,4.247649060396533
OADMET-0006006,CC(c1cccc(S(N)(=O)=O)c1)N(C)C(=O)CN1C(=O)CCOc2ccccc21,4.81,CRNAAZGXZRHCCN-UHFFFAOYSA-N,0.23076923,4.89,5.219816283521224,False,False,False,4.788331773257837,4.381868958574079
OADMET-0006005,CNC(=O)C(NC(=O)c1cc(C)ccc1O)c1ccccc1,4.4,DTRQURFJVCJMJR-UHFFFAOYSA-N,0.25,8.4,5.555694840061332,False,False,False,4.256757770308675,4.750941582115525
OADMET-0006004,O=C(C1CCCN(c2ncccc2C(F)(F)F)C1)N1CCC2(CC1)OCCO2,4.69,BPGJAWLUTONTJI-UHFFFAOYSA-N,0.27710843,6.1,5.386957045467444,False,False,False,5.025544673763244,4.701051438304912
OADMET-0006003,CCCCC(=O)N1CSCC1C(=O)N1CCC[C@]1(C)C(=O)OC,4.38,KCGMBWVZWPBPSF-PVQCJRHBSA-N,0.22222222,5.16,4.82768478907557,False,False,False,4.83610940238436,4.254121425002345
OADMET-0006002,Cc1ccccc1C(C)Cc1nc(-c2ncoc2C)no1,4.61,KFKHLPTZWBHJOA-UHFFFAOYSA-N,0.15492958,6.0,5.305472346218069,False,False,False,3.316022643101503,3.94774070696502
OADMET-0006001,CC1(C(=O)Nc2ncn(Cc3ccc(Cl)cc3)n2)CCCN(C(=O)c2ccccc2)C1,5.16,WDSKMZFCMRRIMY-UHFFFAOYSA-N,0.2159091,4.95,4.901360510637633,False,False,False,4.745940495049197,4.233741842618668
OADMET-0006000,O=C(NCC1(c2cccc(Cl)c2)CCOCC1)C(O)C1CCCCC1,5.22,KMTIPWBQZBWWMR-UHFFFAOYSA-N,0.22727273,5.22,5.155159459709425,False,False,False,4.599443376990159,4.326746453757819
OADMET-0005999,Cc1csc(C(O)(CC(=O)N2CCC(c3ccccc3C)CC2)C(F)(F)F)n1,4.98,NJZGQVIBLMPPCR-UHFFFAOYSA-N,0.21794872,5.15,5.476236546827306,False,False,False,4.70912593674679,4.342591681806331
OADMET-0005998,CNC(=O)c1ccc(CN(C)C(=O)NC2CCCN(c3cccc(F)c3)C2)cc1,4.83,NGLQWYBBWZPWAG-UHFFFAOYSA-N,0.22429906,5.56,5.018160174469668,False,False,False,4.799107611662224,4.301681551825836
OADMET-0005997,CCN(Cc1ccc2c(c1)OCO2)C(=O)NCc1nnc2n1CCCCC2,5.11,QUBDEYFKIBCNDL-UHFFFAOYSA-N,0.2,4.5,4.813702849166798,False,False,False,4.298714337082922,4.165493543090795
OADMET-0005996,CN(C)C(=O)C(Cc1ccccc1)NCc1cccc2[nH]ccc12,4.85,QWDKJZBBOMAQCR-UHFFFAOYSA-N,0.22826087,5.36,5.188097803423002,False,False,False,4.644023020665378,4.340885855646329
OADMET-0005995,CC(C)(C)c1ccc(Cl)cc1NC(=O)c1ccn(C2CCOCC2)n1,5.1,ZHLGLFRMXKKERX-UHFFFAOYSA-N,0.2278481,5.0,5.553503596682601,False,False,False,4.845307353406871,4.38239127353041
OADMET-0005994,C=C1CC(C)(C(=O)N[C@H]2CCCCC[C@H]2NC(=O)C2(C)CC(=C)C2)C1,5.16,JOFUTBDMKVMOOU-CALCHBBNSA-N,0.1969697,5.57,5.096132281297009,False,False,False,4.387391951148937,4.116525994797508
OADMET-0005993,Cn1c(-c2nc(C3(c4ccc(F)cc4)CCC3)no2)cccc1=O,5.08,MZCSBMOLDFPPDR-UHFFFAOYSA-N,0.23880596,6.12,6.084256194749794,False,False,False,5.11476242855781,4.556662438127283
OADMET-0005992,COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,4.56,BLHWMBAQHCSKAB-UHFFFAOYSA-N,0.26373628,4.85,5.823536950840071,False,False,False,4.9365371967384695,4.634001751578472
OADMET-0005991,COc1ccc2[nH]nc(NC(=O)C3(c4ccccc4)CCCO3)c2c1,4.65,DHIYDXIHBDUGDX-UHFFFAOYSA-N,0.25333333,5.0,5.436697573846881,False,False,False,4.562949484395075,4.455257757032706
OADMET-0005990,CC(=O)NCc1ccc(-c2csc(C3CCCN(C(C)=O)C3)n2)s1,4.84,LHKGPFMICWFOOM-UHFFFAOYSA-N,0.19736843,5.16,4.9492479747179345,False,False,False,4.6045804621617,4.195862999820977
OADMET-0005989,COc1ncccc1C(=O)NC1(c2ccccc2F)CC1,4.7,GGVQQOGVQIQAAR-UHFFFAOYSA-N,0.28235295,5.8,5.40565454091806,False,False,False,4.646535434978959,4.609977495657182
OADMET-0005988,CSc1cc2c(cc1NC(=O)N1CCCC3(CCOCC3)C1)OCCO2,4.52,GDPHPXILXSNLGE-UHFFFAOYSA-N,0.17333333,5.16,5.572210196770664,False,False,False,4.470709775796754,4.149424655513576
OADMET-0005987,COC1CCCN(CC(=O)Nc2cccc(C(F)(F)F)c2)C1,4.83,DPFVVBQNKCDSNR-UHFFFAOYSA-N,0.27722773,5.89,5.942573549569252,False,False,False,4.89746028293472,4.650263143601244
OADMET-0005986,CCOc1c(Cl)cc(C(=O)NC(C)c2noc(-c3ccccc3)n2)cc1OC,4.63,MDPONAVVMIZZRN-UHFFFAOYSA-N,0.24444444,5.22,5.22040245938354,False,False,False,4.75515205839035,4.393231360825479
OADMET-0005985,C#Cc1ccnc(N(CC)C(=O)c2cccc(OCCOC)c2)c1,4.82,YQQUZYTYDNXBBK-UHFFFAOYSA-N,0.21333334,5.565,5.340747082861691,False,False,False,4.880182833343991,4.260399660109853
OADMET-0005984,O=C(c1c[nH]c2ncc(Br)cc12)N1CCCC(n2ccnc2)C1,5.35,XRRIJYHEWNMUKI-UHFFFAOYSA-N,0.1764706,5.48,5.493396416570693,False,False,False,4.68196588080219,4.15857976937304
OADMET-0005983,CN(C)C(=O)C(OC(=O)c1c(F)cc(O)cc1F)c1ccccc1,4.56,CIGHAQKPZGPAPZ-UHFFFAOYSA-N,0.21518987,5.5,5.984728317292371,False,False,False,4.808358230092667,4.426247470513908
OADMET-0005982,CN(Cc1nnc(-c2cc3c(s2)CCCC3)o1)c1ccn(C)n1,4.42,SHQPGMVQISGZIU-UHFFFAOYSA-N,0.16883117,4.61,5.027223131177847,False,False,False,4.538965852492152,3.94399306589698
OADMET-0005981,O=C(NCC1(c2ccccc2)CCCO1)c1ccc2[nH]cnc2c1,4.5,LLVYAIQFSXAVCB-UHFFFAOYSA-N,0.21875,5.8,4.990192641326029,False,False,False,4.478722423421521,4.300493479623642
OADMET-0005980,Cc1nn(C)c2nc(C3CC3)cc(C(=O)Nc3nccn(C)c3=O)c12,4.42,WJOWUCLGRHYEOJ-UHFFFAOYSA-N,0.20224719,4.89,5.2247079783108665,False,False,False,4.731823573243098,4.210157559833311
